reaction,name,n_genes,Exuding_mycelium,Exudophore,Fuzzy_mycelium,Nodule,max_other,ratio
rxn15321,Pectin pectylhydrolase,1,1.46,0.0,0.16,0.28,1.46,0.0
rxn15584,R06102,1,0.0,0.0,0.08,0.66,0.66,0.0
rxn16302,"oleate:lipid-hydroperoxide oxidoreductase (9,10-epoxidising)",1,1.2,0.0,0.16,0.96,1.2,0.0
rxn16303,"18-hydroxyoleate:lipid-hydroperoxide oxidoreductase (9,10-epoxidising)",1,1.2,0.0,0.16,0.96,1.2,0.0
rxn17402,farnesylated protein C-terminal O-methyltransferase,1,2.7,0.0,1.73,2.32,2.7,0.0
rxn17673,2'-phospho-[ligated tRNA]:NAD+ phosphotransferase,1,0.21,0.0,1.44,0.81,1.44,0.0
rxn17679,JWS,2,0.05,0.0,0.0,0.0,0.05,0.0
rxn17770,3-oxoacyl-[acyl-carrier protein] synthase,1,0.0,0.0,0.0,0.0,0.0,0.0
rxn17792,phage lambda-induced exonuclease,1,0.41,0.0,0.24,0.22,0.41,0.0
rxn17833,hybridase,2,0.21,0.0,0.69,0.13,0.69,0.0
rxn17953,beta-fructofuranosidase,1,0.0,0.0,0.08,0.66,0.66,0.0
rxn17987,"beta-1,3'-xylanase",1,0.99,0.0,0.0,0.09,0.99,0.0
rxn18003,"arabinogalactan endo-1,4-beta-galactosidase",1,0.52,0.0,1.72,0.15,1.72,0.0
rxn18188,Mg2+-ATPase,1,0.83,0.0,1.09,0.35,1.09,0.0
rxn19003,alpha-tubulin:L-tyrosine ligase (ADP-forming),2,1.14,0.0,2.21,2.12,2.21,0.0
rxn19162,aminoacyl-tRNA hydrolase,1,2.13,0.0,2.5,1.33,2.5,0.0
rxn19650,polyphosphatase,2,2.29,0.0,1.22,2.25,2.29,0.0
rxn19847,peptidase alpha,1,0.26,0.0,0.08,0.0,0.26,0.0
rxn19999,L-amino-acid oxidase,1,0.05,0.0,0.08,0.09,0.09,0.0
rxn20240,dihydronicotinamide adenine dinucleotide-coenzyme Q reductase,1,1.77,0.0,1.3,3.85,3.85,0.0
rxn20505,pectase,1,1.46,0.0,0.16,0.28,1.46,0.0
rxn20601,polynucleotide 3'-phosphatase,1,0.31,0.0,0.16,0.85,0.85,0.0
rxn20602,5'-hydroxyl RNA kinase,1,0.31,0.0,0.16,0.85,0.85,0.0
rxn20627,protoporphyrinogen oxidase,1,0.52,0.0,1.48,0.76,1.48,0.0
rxn21008,RXN-10654.c,1,0.0,0.0,0.0,0.0,0.0,0.0
rxn21012,RXN-10658.c,1,0.0,0.0,0.0,0.0,0.0,0.0
rxn21860,RXN-11479.c,1,0.0,0.0,0.0,0.0,0.0,0.0
rxn22007,Dim1p,1,0.36,0.0,0.81,0.24,0.81,0.0
rxn22167,plant seed peroxygenase,1,1.2,0.0,0.16,0.96,1.2,0.0
rxn22387,RGAE,1,0.05,0.0,0.0,0.02,0.05,0.0
rxn22388,RGAE,1,0.05,0.0,0.0,0.02,0.05,0.0
rxn22499,Rgase B,2,0.26,0.0,0.57,0.17,0.57,0.0
rxn22923,L-asparaginyl-tRNAasn hydrolase,1,2.13,0.0,2.5,1.33,2.5,0.0
rxn23155,NAD(P)H-hydrate epimerase,1,0.0,0.0,0.08,0.09,0.09,0.0
rxn23415,RXN-13142.c,1,0.0,0.0,0.08,0.09,0.09,0.0
rxn23481,RXN-13225.c,1,0.21,0.0,0.77,0.24,0.77,0.0
rxn23482,RXN-13226.c,1,0.21,0.0,0.77,0.24,0.77,0.0
rxn23769,RXN-2102.c,1,1.46,0.0,0.16,0.28,1.46,0.0
rxn25647,3-oxo-palmitoyl-[acyl-carrier protein] synthase,1,0.0,0.0,0.0,0.0,0.0,0.0
rxn25716,3-oxo-stearoyl-[acyl-carrier protein] synthase,1,0.0,0.0,0.0,0.0,0.0,0.0
rxn25737,3-oxo-hexanoyl-[acyl-carrier protein] synthase,1,0.0,0.0,0.0,0.0,0.0,0.0
rxn25738,3-oxo-octanoyl-[acyl-carrier protein] synthase,1,0.0,0.0,0.0,0.0,0.0,0.0
rxn25739,3-oxo-decanoyl-[acyl-carrier protein] synthase,1,0.0,0.0,0.0,0.0,0.0,0.0
rxn25740,3-oxo-dodecanoyl-[acyl-carrier protein] synthase,1,0.0,0.0,0.0,0.0,0.0,0.0
rxn25741,3-oxo-meristoyl-[acyl-carrier protein] synthase,1,0.0,0.0,0.0,0.0,0.0,0.0
rxn25742,3-oxo-palmitoyl-[acyl-carrier protein] synthase,1,0.0,0.0,0.0,0.0,0.0,0.0
rxn25960,beta-h-fructosidase,1,0.0,0.0,0.08,0.66,0.66,0.0
rxn26375,tRNA dimethylallyltransferase,1,1.25,0.0,2.56,3.43,3.43,0.0
rxn26532,cis-delta19-3-oxo-C38:1-[acyl-carrier protein] synthase,1,0.0,0.0,0.0,0.0,0.0,0.0
rxn26556,cis-delta21-3-oxo-C40:1-[acyl-carrier protein] synthase,1,0.0,0.0,0.0,0.0,0.0,0.0
rxn26559,cis-delta11-3-oxo-C30:1-[acyl-carrier protein] synthase,1,0.0,0.0,0.0,0.0,0.0,0.0
rxn26591,cis-delta9-3-oxo-C28:1-[acyl-carrier protein] synthase,1,0.0,0.0,0.0,0.0,0.0,0.0
rxn26593,cis-delta13-3-oxo-C32:1-[acyl-carrier protein] synthase,1,0.0,0.0,0.0,0.0,0.0,0.0
rxn26599,cis-delta5-3-oxo-C24:1-[acyl-carrier protein] synthase,1,0.0,0.0,0.0,0.0,0.0,0.0
rxn26619,cis-delta7-3-oxo-C26:1-[acyl-carrier protein] synthase,1,0.0,0.0,0.0,0.0,0.0,0.0
rxn26625,cis-delta15-3-oxo-C34:1-[acyl-carrier protein] synthase,1,0.0,0.0,0.0,0.0,0.0,0.0
rxn26660,3-oxo-behenoyl-[acyl-carrier protein] synthase,1,0.0,0.0,0.0,0.0,0.0,0.0
rxn26706,cis-delta17-3-oxo-C36:1-[acyl-carrier protein] synthase,1,0.0,0.0,0.0,0.0,0.0,0.0
rxn27545,3-oxoacyl-[acyl-carrier protein] synthase,1,0.0,0.0,0.0,0.0,0.0,0.0
rxn27546,3-oxoacyl-[acyl-carrier protein] synthase,1,0.0,0.0,0.0,0.0,0.0,0.0
rxn27707,Aminoacyl-tRNA hydrolase,1,2.13,0.0,2.5,1.33,2.5,0.0
rxn27715,ARG-OXIDATION-RXN.p,1,0.05,0.0,0.08,0.09,0.09,0.0
rxn27961,L-amino acid oxidase,1,0.05,0.0,0.08,0.09,0.09,0.0
rxn28460,Protoporphyrinogen oxidase,1,0.52,0.0,1.48,0.76,1.48,0.0
rxn30056,riboflavin synthase,1,0.05,0.0,0.77,1.51,1.51,0.0
rxn30057,riboflavin synthase,1,0.05,0.0,0.77,1.51,1.51,0.0
rxn31678,Aminoacyl-tRNA aminoacylhydrolase,1,2.13,0.0,2.5,1.33,2.5,0.0
rxn33675,Beta-fructofuranosidase,1,0.0,0.0,0.08,0.66,0.66,0.0
rxn33944,Gamma Glutamyl Kinase,1,0.36,0.0,1.65,3.17,3.17,0.0
rxn33996,ATP Phosphoribosyltransferase,1,1.51,0.0,1.2,2.69,2.69,0.0
rxn33997,Phosphoribosyl-ATP Pyrophosphohydrolase,1,0.67,0.0,2.16,1.27,2.16,0.0
rxn33999,Histidinol Phosphate Aminotransferase,1,0.57,0.0,0.8,2.19,2.19,0.0
rxn34001,Histidinol Dehydrogenase,1,0.67,0.0,2.16,1.27,2.16,0.0
rxn38629,3-oxo-behenoyl-[acyl-carrier protein] synthase,1,0.0,0.0,0.0,0.0,0.0,0.0
rxn38886,L-amino acid oxidase,1,0.05,0.0,0.08,0.09,0.09,0.0
rxn40586,rxn40586,1,0.41,0.0,0.24,0.22,0.41,0.0
rxn40784,rxn40784,1,0.52,0.0,1.72,0.15,1.72,0.0
rxn41040,rxn41040,1,0.0,0.0,0.0,0.0,0.0,0.0
rxn41127,rxn41127,1,0.0,0.0,0.08,0.66,0.66,0.0
rxn41166,rxn41166,1,1.25,0.0,2.56,3.43,3.43,0.0
rxn41566,rxn41566,1,1.2,0.0,0.16,0.96,1.2,0.0
rxn42371,rxn42371,1,2.13,0.0,2.5,1.33,2.5,0.0
rxn43306,rxn43306,1,0.26,0.0,0.08,0.0,0.26,0.0
rxn44061,rxn44061,1,1.46,0.0,0.16,0.28,1.46,0.0
rxn45091,rxn45091,1,0.21,0.0,1.44,0.81,1.44,0.0
rxn47399,rxn47399,1,0.99,0.0,0.08,0.15,0.99,0.0
rxn48570,NADH:ubiquinone oxidoreductase,1,1.77,0.0,1.3,3.85,3.85,0.0
