protein_id	sprot_acc	pident	evalue	protein_name	EC	GO	KEGG
KAN1687489.1	O94533	35.2	2.1e-108	Elongator complex protein 2		GO:0002098;GO:0005634;GO:0005829;GO:0006417;GO:0015031;GO:0033588	spo:2538986
KAN1687492.1	P31301	63.6	5.0e-130	Dihydroorotase	3.5.2.3	GO:0004151;GO:0005737;GO:0006207;GO:0006221;GO:0044205;GO:0046872	uma:UMAG_01521
KAN1687493.1	O60129	33.6	2.6e-08	Fork head protein homolog 2		GO:0000785;GO:0000917;GO:0000978;GO:0000981;GO:0001227;GO:0001228;GO:0005634;GO:0006351;GO:0006357;GO:0045944;GO:0097221;GO:0110045;GO:1900237	spo:2539703
KAN1687494.1	Q9CRB8	31.7	3.7e-14	Mitochondrial fission process protein 1		GO:0000266;GO:0005739;GO:0005743;GO:0006915;GO:0007005;GO:0007006	mmu:67900
KAN1687495.1	Q09924	49.3	7.0e-97	Translation initiation factor eIF2B subunit delta		GO:0002183;GO:0003743;GO:0005085;GO:0005829;GO:0005851	spo:2542064
KAN1687496.1	P79011	30.3	6.8e-33	Transcription initiation factor IIE subunit beta		GO:0003677;GO:0005634;GO:0005673;GO:0005730;GO:0006367;GO:0016251	spo:2539236
KAN1687497.1	Q06099	68.3	9.6e-176	S-(hydroxymethyl)glutathione dehydrogenase	1.1.1.- {ECO:0000250|UniProtKB:P32771};1.1.1.1 {ECO:0000250|UniProtKB:P32771};1.1.1.284 {ECO:0000250|UniProtKB:P32771}	GO:0004022;GO:0005829;GO:0008270;GO:0046294;GO:0080007;GO:0106321;GO:0106322	
KAN1687500.1	Q20507	44.0	2.1e-20	Acyl-CoA-binding protein homolog 3		GO:0000062;GO:0005737;GO:0006631;GO:0019915	cel:CELE_F47B10.7
KAN1687501.1	C5P3X6	47.9	1.8e-68	Extracellular metalloprotease 1	3.4.24.-	GO:0005576;GO:0006508;GO:0008237;GO:0046872;GO:0141141	cpw:9696034
KAN1687502.1	C5P3X6	44.5	3.4e-65	Extracellular metalloprotease 1	3.4.24.-	GO:0005576;GO:0006508;GO:0008237;GO:0046872;GO:0141141	cpw:9696034
KAN1687505.1	C5P3X6	44.5	3.4e-65	Extracellular metalloprotease 1	3.4.24.-	GO:0005576;GO:0006508;GO:0008237;GO:0046872;GO:0141141	cpw:9696034
KAN1687507.1	Q9F7E0	36.4	1.9e-34	Cyclohexanol dehydrogenase	1.1.1.245 {ECO:0000305|PubMed:10940013}	GO:0018460	
KAN1687508.1	O13737	38.1	5.7e-23	2-hydroxy-palmitic acid dioxygenase mpo1	1.14.18.12 {ECO:0000250|UniProtKB:P25338}	GO:0005783;GO:0005789;GO:0046521;GO:0102672	spo:2542322
KAN1687509.1	A0A423WHI6	53.6	1.3e-69	Protein transport protein Sec22		GO:0000139;GO:0005484;GO:0005789;GO:0006888;GO:0006890;GO:0015031	
KAN1687510.1	Q4P149	53.2	0.0e+00	5'-3' exoribonuclease 2	3.1.13.-	GO:0000956;GO:0003723;GO:0004534;GO:0005634;GO:0006353;GO:0006364;GO:0006397;GO:0008270	uma:UMAG_06164
KAN1687511.1	O14250	66.2	5.3e-100	Probable proteasome subunit alpha type-6		GO:0005634;GO:0005829;GO:0010498;GO:0019773;GO:0043161	spo:2542559
KAN1687512.1	P40086	48.6	5.0e-108	Heme A synthase COX15	1.17.99.9 {ECO:0000305|PubMed:37348627}	GO:0005739;GO:0005743;GO:0006784;GO:0046872;GO:0120547	sce:YER141W
KAN1687515.1	P53970	40.1	3.7e-37	Protein-lysine N-methyltransferase EFM6	2.1.1.- {ECO:0000255|HAMAP-Rule:MF_03198, ECO:0000305|PubMed:26115316}	GO:0005737;GO:0008276;GO:0008757;GO:0016279;GO:0032259	sce:YNL024C
KAN1687517.1	Q9Y450	47.1	3.3e-127	HBS1-like protein	3.6.5.- {ECO:0000250|UniProtKB:P32769}	GO:0003746;GO:0003924;GO:0005525;GO:0005829;GO:0006412;GO:0006417;GO:0007165;GO:0016020;GO:0022626;GO:0032790;GO:0070062;GO:0070966;GO:0072344;GO:1990533	hsa:10767
KAN1687518.1	Q8K933	40.7	6.2e-10	Single-stranded DNA-binding protein		GO:0003697;GO:0006260;GO:0006281;GO:0006310;GO:0009295	bas:BUsg_527
KAN1687520.1	Q01317	31.9	6.1e-131	Ankyrin repeat protein nuc-2		GO:0004190;GO:0006508;GO:0006629;GO:0008081	ncr:NCU11426
KAN1687521.1	Q5P2S7	31.9	7.5e-39	ATP-dependent lipid A-core flippase	7.5.2.6 {ECO:0000255|HAMAP-Rule:MF_01703}	GO:0005524;GO:0005886;GO:0015421;GO:0016887;GO:0034040	eba:ebA3992
KAN1687522.1	O13774	58.5	1.1e-67	GTP cyclohydrolase 1	3.5.4.16	GO:0003934;GO:0005525;GO:0005634;GO:0005737;GO:0005829;GO:0006729;GO:0008270;GO:0046654;GO:0046656	spo:2542406
KAN1687523.1	Q09779	30.8	1.1e-158	THO complex subunit 2		GO:0000445;GO:0003677;GO:0003729;GO:0005634;GO:0006351;GO:0006397;GO:0006406;GO:0016973	
KAN1687538.1	Q8NKF4	80.8	1.0e-230	Large ribosomal subunit protein uL3		GO:0000027;GO:0003723;GO:0003735;GO:0006364;GO:0006412;GO:0006414;GO:0022625;GO:1990145	afm:AFUA_2G11850
KAN1687540.1	P41925	54.9	3.4e-36	Ras-like GTP-binding protein RYL2		GO:0003924;GO:0005525;GO:0005769;GO:0005886;GO:0006886;GO:0012505	yli:2906287
KAN1687541.1	Q10101	64.8	4.1e-80	Small ribosomal subunit protein eS7		GO:0002181;GO:0003735;GO:0005634;GO:0005730;GO:0005829;GO:0006364;GO:0022627;GO:0032040;GO:0042274	spo:2542553
KAN1687542.1	O13754	32.3	1.4e-39	Hsp70/Hsp90 co-chaperone cns1		GO:0005634;GO:0005829;GO:0006457;GO:0030544;GO:0051879	spo:2542172
KAN1687543.1	A0A011QK89	35.2	2.5e-46	L-2-hydroxyglutarate dehydrogenase	1.1.99.2 {ECO:0000250|UniProtKB:S2DJ52}	GO:0047545	
KAN1687544.1	Q54MV7	38.5	9.0e-25	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12		GO:0005739;GO:0005743;GO:0022904;GO:0045271	ddi:DDB_G0285783
KAN1687545.1	P40996	36.4	9.4e-70	Protein scd2/ral3		GO:0000747;GO:0005634;GO:0005737;GO:0005829;GO:0030010;GO:0030674;GO:0031137;GO:0031520;GO:0032153;GO:0032878;GO:0035091;GO:0043332;GO:0051286;GO:0071521;GO:0090726;GO:1902917	spo:2541726
KAN1687546.1	Q7RYV0	54.0	1.0e-30	Large ribosomal subunit protein bL12m		GO:0003729;GO:0003735;GO:0005762;GO:0006412;GO:0042645	ncr:NCU06469
KAN1687547.1	O75175	30.9	4.0e-42	CCR4-NOT transcription complex subunit 3		GO:0000289;GO:0000932;GO:0001829;GO:0005634;GO:0005829;GO:0006351;GO:0006355;GO:0006402;GO:0006417;GO:0007368;GO:0030014;GO:0030015;GO:0031047;GO:0120162;GO:2000036	hsa:4849
KAN1687548.1	O13870	69.0	5.9e-30	General negative regulator of transcription subunit 3		GO:0000289;GO:0000932;GO:0005634;GO:0005829;GO:0006351;GO:0030014;GO:0030015;GO:0032968	spo:2542126
KAN1687551.1	J9VMX7	63.5	0.0e+00	Chitin synthase 7	2.4.1.16 {ECO:0000305|PubMed:16278457}	GO:0004100;GO:0005886;GO:0006031;GO:0030428;GO:0071555	cng:CNAG_02217
KAN1687552.1	O14192	34.2	7.8e-50	Aromatic amino acid aminotransferase C56E4.03	2.6.1.57	GO:0004838;GO:0005634;GO:0005829;GO:0006571;GO:0008793;GO:0009074;GO:0009094;GO:0019878;GO:0030170;GO:0047536	spo:2543350
KAN1687554.1	Q54MQ7	63.3	1.4e-153	Probable deoxyhypusine synthase	2.5.1.46	GO:0005737;GO:0008216;GO:0034038	ddi:DDB_G0285725
KAN1687555.1	P34730	50.2	5.4e-75	Protein BMH2		GO:0000077;GO:0000278;GO:0001402;GO:0003688;GO:0005634;GO:0005737;GO:0005886;GO:0006031;GO:0006267;GO:0006270;GO:0007124;GO:0007165;GO:0007265;GO:0008104;GO:0030437;GO:0031397;GO:0043066;GO:0050815;GO:0070873	sce:YDR099W
KAN1687556.1	Q9P7V5	36.4	0.0e+00	ADP-ribosylation factor guanine nucleotide-exchange factor sec72		GO:0000137;GO:0000138;GO:0000139;GO:0005085;GO:0006886;GO:0006888;GO:0006891;GO:0012507;GO:0030663;GO:0032012	spo:2542107
KAN1687557.1	Q4P3H6	37.7	1.3e-112	Actin cytoskeleton-regulatory complex protein SLA1		GO:0000147;GO:0003779;GO:0005634;GO:0005886;GO:0006897;GO:0010008;GO:0030479;GO:0030674;GO:0030833;GO:0042802;GO:0043130	uma:UMAG_05337
KAN1687558.1	P05453	61.4	1.5e-209	Eukaryotic peptide chain release factor GTP-binding subunit	3.6.5.- {ECO:0000269|PubMed:34413231}	GO:0000288;GO:0003729;GO:0003747;GO:0003924;GO:0005525;GO:0005737;GO:0005829;GO:0006412;GO:0006415;GO:0010494;GO:0018444;GO:0042802;GO:0043022	sce:YDR172W
KAN1687560.1	A6H7F7	42.9	6.1e-25	Trafficking protein particle complex subunit 2-like protein		GO:0005634;GO:0005737;GO:0005783;GO:0005794;GO:0006888;GO:0030008;GO:0048471	bta:509955
KAN1687562.1	O04200	39.1	8.9e-34	Peroxisomal nicotinamide adenine dinucleotide carrier		GO:0000325;GO:0005739;GO:0005777;GO:0005778;GO:0015297;GO:0022857;GO:0043132;GO:0044375;GO:0046861;GO:0055085	ath:AT2G39970
KAN1687563.1	Q9NR09	30.1	3.6e-48	Dual E2 ubiquitin-conjugating enzyme/E3 ubiquitin-protein ligase BIRC6	2.3.2.24 {ECO:0000269|PubMed:36758104, ECO:0000269|PubMed:36758105, ECO:0000269|PubMed:36758106}	GO:0000922;GO:0001890;GO:0004842;GO:0004869;GO:0005634;GO:0005768;GO:0005794;GO:0005802;GO:0005813;GO:0005815;GO:0005829;GO:0006468;GO:0006915;GO:0016020;GO:0016567;GO:0030496;GO:0032465;GO:0042127;GO:0043066;GO:0046872;GO:0051301;GO:0061631;GO:0072686;GO:0090543;GO:2001237	hsa:57448
KAN1687565.1	Q7Z991	53.8	3.1e-84	ABC transporter domain-containing protein C20G4.01		GO:0000289;GO:0005524;GO:0005634;GO:0005829;GO:0006357;GO:0016887;GO:0030014;GO:0030015	
KAN1687567.1	Q95M18	41.1	2.3e-151	Endoplasmin	3.6.4.- {ECO:0000250|UniProtKB:P41148}	GO:0001666;GO:0003723;GO:0004864;GO:0005524;GO:0005783;GO:0005789;GO:0005829;GO:0006457;GO:0016887;GO:0019903;GO:0030177;GO:0030496;GO:0030970;GO:0032991;GO:0033018;GO:0034123;GO:0036503;GO:0042470;GO:0043066;GO:0048471;GO:0050750;GO:0051082;GO:0072659;GO:0140662	bta:282646
KAN1687568.1	O14776	30.0	1.1e-32	Transcription elongation regulator 1		GO:0000122;GO:0003711;GO:0003712;GO:0003713;GO:0003714;GO:0003723;GO:0005634;GO:0005654;GO:0006351;GO:0006397;GO:0008380;GO:0016607;GO:0032968;GO:0034244;GO:0042802;GO:0044390;GO:0045944;GO:0061629;GO:0070063	hsa:10915
KAN1687569.1	Q9US37	43.6	1.3e-07	Uncharacterized transporter C1039.04		GO:0005783;GO:0005886;GO:0016020;GO:0022857;GO:0046943;GO:1905039	spo:2542960
KAN1687570.1	O14188	30.1	9.5e-110	Ras GTPase-activating-like protein rng2		GO:0005096;GO:0005516;GO:0005635;GO:0005737;GO:0005816;GO:0005938;GO:0008093;GO:0044732;GO:0051015;GO:0071341;GO:0071520;GO:0110085;GO:0120104;GO:1902404;GO:1903475;GO:1903479	spo:2543129
KAN1687572.1	Q9SFW5	35.9	4.9e-10	Probable acyl-activating enzyme 21	6.2.1.-	GO:0006631;GO:0009507;GO:0016874	ath:AT1G76290
KAN1687573.1	Q4WYE4	42.9	3.1e-236	Copper-exporting ATPase crpA	7.2.2.8 {ECO:0000250|UniProtKB:Q04656}	GO:0005507;GO:0005524;GO:0012505;GO:0016020;GO:0016887;GO:0043682;GO:0055070	afm:AFUA_3G12740
KAN1687574.1	O74429	47.4	3.4e-260	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase	2.7.4.24 {ECO:0000250|UniProtKB:Q06685}	GO:0000828;GO:0005524;GO:0005634;GO:0005829;GO:0005856;GO:0016887;GO:0023052;GO:0030643;GO:0032958;GO:0033857;GO:0043647;GO:0051516;GO:0051537;GO:0052723;GO:0052843;GO:0052846;GO:0070507;GO:0071545;GO:0110162	spo:2539244
KAN1687575.1	B4GD81	37.6	3.0e-13	Protein crossbronx-like			dpe:6591240
KAN1687582.1	O13825	50.0	8.2e-06	Protein transport protein yos1		GO:0000139;GO:0005783;GO:0005789;GO:0006886;GO:0006888;GO:0030134	spo:2542215
KAN1687584.1	P13860	67.5	7.5e-227	Exoglucanase 1	3.2.1.91	GO:0005576;GO:0016162;GO:0030245;GO:0030248	
KAN1687586.1	B0XU60	52.4	1.4e-16	Basic helix-loop-helix transcription factor devR		GO:0003677;GO:0003700;GO:0006351;GO:0045944;GO:0046983;GO:0090575	
KAN1687588.1	P82476	39.2	2.0e-71	Chitin deacetylase 3	3.5.1.41 {ECO:0000269|PubMed:17400891}	GO:0000272;GO:0004099;GO:0005576;GO:0005886;GO:0006032;GO:0008061;GO:0009272;GO:0009277;GO:0046872;GO:0071555;GO:0098552	cng:CNAG_01239
KAN1687589.1	P82476	39.7	1.0e-69	Chitin deacetylase 3	3.5.1.41 {ECO:0000269|PubMed:17400891}	GO:0000272;GO:0004099;GO:0005576;GO:0005886;GO:0006032;GO:0008061;GO:0009272;GO:0009277;GO:0046872;GO:0071555;GO:0098552	cng:CNAG_01239
KAN1687590.1	P82476	39.7	7.8e-68	Chitin deacetylase 3	3.5.1.41 {ECO:0000269|PubMed:17400891}	GO:0000272;GO:0004099;GO:0005576;GO:0005886;GO:0006032;GO:0008061;GO:0009272;GO:0009277;GO:0046872;GO:0071555;GO:0098552	cng:CNAG_01239
KAN1687594.1	Q9P289	61.5	5.2e-121	Serine/threonine-protein kinase 26	2.7.11.1 {ECO:0000269|PubMed:11641781, ECO:0000269|PubMed:29232556}	GO:0000287;GO:0004672;GO:0004674;GO:0005524;GO:0005737;GO:0005794;GO:0005798;GO:0005829;GO:0006468;GO:0006915;GO:0009267;GO:0012506;GO:0016020;GO:0016324;GO:0030336;GO:0034599;GO:0035556;GO:0042802;GO:0042803;GO:0042981;GO:0046777;GO:0048471;GO:0070062;GO:0071944;GO:0090443;GO:0106310;GO:1903698	hsa:51765
KAN1687595.1	Q9M3D2	66.7	4.8e-45	Large ribosomal subunit protein uL29x		GO:0000463;GO:0003729;GO:0003735;GO:0005737;GO:0006412;GO:0022625	ath:AT3G55170
KAN1687600.1	Q8R0N6	45.7	5.2e-124	Hydroxyacid-oxoacid transhydrogenase, mitochondrial	1.1.99.24	GO:0004022;GO:0005739;GO:0005759;GO:0019552;GO:0046872;GO:0046952;GO:0047988	mmu:76187
KAN1687602.1	B9FDT1	32.1	5.0e-40	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1B		GO:0008250;GO:0009101	
KAN1687603.1	P41764	63.5	2.5e-224	Glucose-6-phosphate 1-dehydrogenase	1.1.1.49 {ECO:0000250|UniProtKB:P11413}	GO:0004345;GO:0005829;GO:0006006;GO:0009051;GO:0050661	ani:ANIA_02981
KAN1687604.1	Q6NY52	39.2	4.1e-09	THO complex subunit 5 homolog		GO:0000445;GO:0003729;GO:0005737;GO:0006397;GO:0006406;GO:0008380;GO:0016607;GO:0030154	
KAN1687605.1	Q9P7R4	75.9	1.3e-91	Ubiquitin-conjugating enzyme E2 8	2.3.2.23	GO:0000209;GO:0005524;GO:0005634;GO:0005737;GO:0006511;GO:0010637;GO:0043161;GO:0045721;GO:0061631	spo:2540738
KAN1687606.1	P13860	64.9	1.6e-237	Exoglucanase 1	3.2.1.91	GO:0005576;GO:0016162;GO:0030245;GO:0030248	
KAN1687608.1	Q28BL6	37.5	4.3e-21	Acetoacetyl-CoA synthetase	6.2.1.16	GO:0005524;GO:0005829;GO:0006631;GO:0030729	xtr:734109
KAN1687609.1	Q28BL6	35.1	4.2e-54	Acetoacetyl-CoA synthetase	6.2.1.16	GO:0005524;GO:0005829;GO:0006631;GO:0030729	xtr:734109
KAN1687611.1	Q5KH67	37.8	3.6e-13	Endopolyphosphatase	3.6.1.10	GO:0000298;GO:0000324;GO:0004309;GO:0005774;GO:0006798	
KAN1687613.1	Q9P3W6	31.6	2.4e-40	Uncharacterized protein C458.02c		GO:0003729;GO:0005783;GO:0005829;GO:0008298;GO:0042175;GO:1990904	spo:2543631
KAN1687614.1	Q9P7H0	52.2	2.9e-22	H/ACA ribonucleoprotein complex subunit nhp2		GO:0000454;GO:0005634;GO:0005730;GO:0005732;GO:0019843;GO:0031118;GO:0031120;GO:0031429;GO:0034513	spo:2542369
KAN1687615.1	P0C870	30.2	7.1e-10	Bifunctional peptidase and (3S)-lysyl hydroxylase JMJD7	1.14.11.63 {ECO:0000269|PubMed:29915238, ECO:0000269|PubMed:35410347};3.4.-.- {ECO:0000269|PubMed:28847961}	GO:0004175;GO:0004177;GO:0004497;GO:0005634;GO:0005737;GO:0005829;GO:0006508;GO:0016706;GO:0017185;GO:0018126;GO:0046872;GO:0106155	hsa:100137047
KAN1687616.1	D3YY23	50.0	6.6e-09	LON peptidase N-terminal domain and RING finger protein 1		GO:0005737;GO:0008270;GO:0061630	mmu:244421
KAN1687622.1	P13860	63.9	9.2e-237	Exoglucanase 1	3.2.1.91	GO:0005576;GO:0016162;GO:0030245;GO:0030248	
KAN1687625.1	Q54CR8	64.0	3.5e-20	MOB kinase activator-like 1 homolog B		GO:0005634;GO:0005737;GO:0007165;GO:0030295;GO:0046872	ddi:DDB_G0292758
KAN1687630.1	F1SY71	43.9	1.7e-139	Cytochrome P450 monooxygenase 71	1.-.-.- {ECO:0000269|PubMed:21938516}	GO:0004497;GO:0005506;GO:0016020;GO:0016705;GO:0020037	
KAN1687631.1	O94673	39.5	5.2e-60	Glycerophosphocholine acyltransferase 1	2.3.1.- {ECO:0000250|UniProtKB:P48236}	GO:0000139;GO:0005783;GO:0005789;GO:0005794;GO:0006656;GO:0016020;GO:0106158	spo:2541180
KAN1687633.1	Q92407	39.0	3.2e-96	Glucokinase	2.7.1.1 {ECO:0000269|PubMed:8856049};2.7.1.2 {ECO:0000269|PubMed:8856049}	GO:0001678;GO:0004340;GO:0005524;GO:0005536;GO:0005739;GO:0005829;GO:0006006;GO:0006096;GO:0008865;GO:0019158;GO:0047931	
KAN1687634.1	P0CR54	62.3	7.8e-75	Vacuolar-sorting protein SNF7		GO:0000815;GO:0005635;GO:0005771;GO:0005829;GO:0006900;GO:0007031;GO:0009898;GO:0031468;GO:0032511;GO:0042802;GO:0043328;GO:0061709;GO:0070676;GO:1904669	cne:CNC00960
KAN1687637.1	Q5U395	53.4	4.7e-47	CTD nuclear envelope phosphatase 1A	3.1.3.16	GO:0004721;GO:0004722;GO:0005635;GO:0005737;GO:0005789;GO:0006998;GO:0010867;GO:0031965;GO:0071595	dre:492343
KAN1687638.1	Q8W4E1	30.3	5.7e-10	DEAD-box ATP-dependent RNA helicase 47, mitochondrial	3.6.4.13	GO:0003723;GO:0003724;GO:0003729;GO:0005524;GO:0005739;GO:0009507;GO:0009663;GO:0010497;GO:0016887	ath:AT1G12770
KAN1687641.1	Q4WY05	68.3	1.4e-14	Basic leucine zipper transcription factor atfA		GO:0000978;GO:0000981;GO:0005634;GO:0006351;GO:0006357	afm:AFUA_3G11330
KAN1687642.1	Q8J2Q2	34.1	5.9e-36	Ceramide Synthase FUM18	2.3.1.- {ECO:0000305}	GO:0005789;GO:0046513;GO:0050291	fvr:FVEG_00328
KAN1687643.1	Q8H1S6	30.6	5.8e-28	U2 small nuclear ribonucleoprotein B'' 2		GO:0000398;GO:0003723;GO:0005634;GO:0005654;GO:0005681;GO:0005686;GO:0005737;GO:0009631;GO:0015030	ath:AT1G06960
KAN1688234.1	P39992	32.5	8.3e-21	Uncharacterized protein YEL023C			sce:YEL023C
KAN1688236.1	P39992	33.2	7.7e-26	Uncharacterized protein YEL023C			sce:YEL023C
KAN1688239.1	Q01772	70.8	2.6e-267	Aldehyde oxidase GLOX	1.2.3.15 {ECO:0000269|PubMed:3553159, ECO:0000269|PubMed:8557673}	GO:0004031;GO:0005615;GO:0050665	ag:AAA33747
KAN1688245.1	W4JX79	44.9	1.4e-93	Delta(6)-protoilludene synthase HETIRDRAFT_454193	4.2.3.135 {ECO:0000269|PubMed:32233445}	GO:0008299;GO:0010333;GO:0046872	hir:HETIRDRAFT_454193
KAN1688246.1	P53624	36.7	2.8e-93	Mannosyl-oligosaccharide alpha-1,2-mannosidase IA	3.2.1.113 {ECO:0000250|UniProtKB:P32906}	GO:0000139;GO:0004571;GO:0005509;GO:0005783;GO:0005975;GO:0012505;GO:0036503;GO:1904381	dme:Dmel_CG42275
KAN1688248.1	O54838	30.6	3.9e-10	Dual specificity protein phosphatase 5	3.1.3.16 {ECO:0000250|UniProtKB:Q16690};3.1.3.48 {ECO:0000250|UniProtKB:Q16690}	GO:0001706;GO:0004721;GO:0004722;GO:0004725;GO:0005634;GO:0005737;GO:0008138;GO:0016311;GO:0016791;GO:0017017;GO:0035335;GO:0035970;GO:0045892;GO:0045906;GO:0120277	rno:171109
KAN1688252.1	Q9C3Y4	86.1	6.4e-120	GTP-binding protein rhoA	3.6.5.2 {ECO:0000250|UniProtKB:P06780}	GO:0003924;GO:0005525;GO:0005829;GO:0005886;GO:0007015;GO:0007165;GO:0007264;GO:0019901;GO:0030448;GO:0031505;GO:0032956	ani:ANIA_05740
KAN1688253.1	Q7SGY6	50.4	9.0e-41	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial		GO:0005743;GO:0006099;GO:0006121;GO:0020037;GO:0045273;GO:0046872;GO:0048039	ncr:NCU03031
KAN1688260.1	Q4PHN4	49.3	6.6e-155	Eukaryotic translation initiation factor 3 subunit E		GO:0001732;GO:0003743;GO:0005634;GO:0005852;GO:0006413;GO:0016282;GO:0033290;GO:0071540	uma:UMAG_00379
KAN1688262.1	Q5KP44	63.4	3.4e-239	Inosine-5'-monophosphate dehydrogenase	1.1.1.205 {ECO:0000255|HAMAP-Rule:MF_03156}	GO:0000166;GO:0003938;GO:0005737;GO:0006177;GO:0006183;GO:0046872	cne:CNA04240
KAN1688263.1	A0A0D1C8Z4	62.9	4.4e-20	Glycine-rich RNA-binding protein 1		GO:0003723;GO:0005768;GO:0051028	uma:UMAG_02412
KAN1688264.1	P38117	58.2	2.1e-90	Electron transfer flavoprotein subunit beta		GO:0005739;GO:0005759;GO:0009055;GO:0009063;GO:0022904;GO:0033539;GO:0045251	hsa:2109
KAN1688265.1	A0A437AGY2	40.8	5.1e-88	G protein-coupled receptor C		GO:0004930;GO:0005741;GO:0005886;GO:0007189	
KAN1688268.1	Q9H1A4	34.5	1.7e-141	Anaphase-promoting complex subunit 1		GO:0005654;GO:0005680;GO:0005829;GO:0007091;GO:0007346;GO:0031145;GO:0051301;GO:0051445;GO:0060090;GO:0070936;GO:0070979;GO:0141198	hsa:64682
KAN1688269.1	Q9UW96	95.6	4.3e-199	Glyceraldehyde-3-phosphate dehydrogenase	1.2.1.12	GO:0004365;GO:0005829;GO:0006006;GO:0006096;GO:0050661;GO:0051287	
KAN1688270.1	O94083	83.9	1.4e-80	Eukaryotic translation initiation factor 5A		GO:0003723;GO:0003746;GO:0005737;GO:0006414;GO:0006452;GO:0043022;GO:0045901	cal:CAALFM_C601610WA
KAN1688272.1	Q9UUG9	30.5	3.3e-85	Tuberous sclerosis 2 protein homolog		GO:0005096;GO:0005634;GO:0005737;GO:0005829;GO:0010508;GO:0032007;GO:0033596;GO:0051056;GO:1904262;GO:1905534;GO:1905589;GO:2000134	spo:2543339
KAN1688290.1	G4N1S3	51.6	1.7e-53	Ras-like protein 1		GO:0003924;GO:0005525;GO:0005886;GO:0007165	mgr:MGG_09499
KAN1688292.1	P42837	41.0	3.9e-165	Polyphosphoinositide phosphatase	3.1.3.-	GO:0000329;GO:0010511;GO:0034399;GO:0043813;GO:0046856;GO:0070772;GO:1903100	sce:YNL325C
KAN1688298.1	Q6C6S3	30.1	2.3e-37	Man(5)GlcNAc(2)-PP-dolichol translocation protein RFT1		GO:0005789;GO:0006487;GO:0006488;GO:0034203	yli:2912408
KAN1688306.1	P86233	40.9	1.4e-63	Stress-70 protein, mitochondrial	3.6.4.10 {ECO:0000250|UniProtKB:P38646}	GO:0005524;GO:0005730;GO:0005737;GO:0005739;GO:0005759;GO:0006457;GO:0016226;GO:0016887;GO:0030218;GO:0031625;GO:0036444;GO:0042645;GO:0045646;GO:0045647;GO:0051082;GO:1902037;GO:1903707	
KAN1688316.1	Q9UW96	94.8	2.2e-224	Glyceraldehyde-3-phosphate dehydrogenase	1.2.1.12	GO:0004365;GO:0005829;GO:0006006;GO:0006096;GO:0050661;GO:0051287	
KAN1688317.1	A0A336U966	33.7	5.4e-52	Tyrosinase P	1.14.18.- {ECO:0000269|PubMed:27133313}	GO:0005788;GO:0005796;GO:0016491;GO:0046872	
KAN1688319.1	A0A8J9R8H5	34.6	2.8e-49	Tyrosinase-like protein phomQ1	1.14.18.- {ECO:0000305|PubMed:34608734}	GO:0004497;GO:0016020;GO:0046872	
KAN1688320.1	G2X9U2	34.2	6.1e-59	Oxidase SCP6	1.-.-.- {ECO:0000305}	GO:0016491;GO:0046872	vda:VDAG_07137
KAN1688321.1	O34355	30.3	1.1e-59	Putative amidohydrolase YtcJ	3.5.-.-	GO:0016810	bsu:BSU29550
KAN1688322.1	O94432	46.4	3.7e-49	Uncharacterized RNA-binding protein C660.15		GO:0003730;GO:0005634;GO:0005848;GO:0048471;GO:0180010;GO:1990904	spo:2541150
KAN1688325.1	P48823	34.9	9.5e-49	Beta-hexosaminidase A	3.2.1.52	GO:0004563;GO:0005975;GO:0009254	
KAN1688330.1	Q9UT09	50.0	1.3e-114	Phospho-2-dehydro-3-deoxyheptonate aldolase, tyrosine-inhibited	2.5.1.54	GO:0003849;GO:0005634;GO:0005737;GO:0005829;GO:0008652;GO:0009073;GO:0009423	spo:2542597
KAN1688331.1	Q5BH58	40.2	2.2e-178	Lon protease homolog 2, peroxisomal	3.4.21.53 {ECO:0000255|HAMAP-Rule:MF_03121}	GO:0004176;GO:0004252;GO:0005524;GO:0005782;GO:0006515;GO:0006625;GO:0016485;GO:0016558;GO:0016887	ani:ANIA_00122
KAN1688332.1	O13864	50.6	1.8e-285	Importin subunit beta-1		GO:0005525;GO:0005634;GO:0005635;GO:0005643;GO:0005737;GO:0006606;GO:0008139;GO:0031267;GO:0034399;GO:0051028;GO:0061608	spo:2542496
KAN1688333.1	O74499	57.3	1.2e-34	LSM complex subunit lsm7		GO:0000398;GO:0000956;GO:0005634;GO:0005682;GO:0005686;GO:0005688;GO:0005697;GO:0005829;GO:0006364;GO:0008033;GO:0008266;GO:0030620;GO:0045292;GO:0046540;GO:0071004;GO:0071013;GO:0097526;GO:0120115;GO:1905323;GO:1990726	spo:2538964
KAN1688334.1	P0CP50	37.6	1.5e-115	PAN2-PAN3 deadenylation complex subunit PAN3		GO:0000289;GO:0000932;GO:0004672;GO:0005524;GO:0006397;GO:0008143;GO:0008270;GO:0031251	cne:CNJ02470
