protein_id	sprot_acc	pident	protein_name	EC	signal_peptide	n_TM_outside_signal	secreted
KAN1690635.1	P78586	52.8	Protein ARG5,6, mitochondrial	1.2.1.38;2.7.2.8		0	0
KAN1690640.1	P54069	40.2	Protein bem46			1	0
KAN1690643.1	Q95XX0	70.1	Ubiquitin-conjugating enzyme E2 13	2.3.2.23 {ECO:0000269|PubMed:15530417}		0	0
KAN1690644.1	Q8BI21	35.6	E3 ubiquitin-protein ligase RNF38	2.3.2.27		0	0
KAN1690647.1	P87157	45.8	Probable ADP-ribosylation factor-binding protein C25H2.16c			0	0
KAN1690650.1	P0CQ10	42.7	Cysteine protease ATG4	3.4.22.-		0	0
KAN1690654.1	O12947	30.2	Protein-S-isoprenylcysteine O-methyltransferase	2.1.1.100 {ECO:0000305|PubMed:9032282}		8	0
KAN1690655.1	O13716	39.3	Glucan endo-1,3-alpha-glucosidase agn1	3.2.1.59	1-20	0	1
KAN1690656.1	E9EPV1	48.7	BZIP-type transcription factor MBZ1			0	0
KAN1690657.1	A0A2H3D8Y2	52.9	Short-chain dehydrogenase/reductase ARMGADRAFT_1018421	1.1.1.-		0	0
KAN1690672.1	A7J2C6	31.0	Acetylesterase	3.1.1.6 {ECO:0000269|PubMed:18978092, ECO:0000269|PubMed:24140638, ECO:0000269|Ref.2}	1-16	0	1
KAN1690677.1	A7J2C6	31.9	Acetylesterase	3.1.1.6 {ECO:0000269|PubMed:18978092, ECO:0000269|PubMed:24140638, ECO:0000269|Ref.2}	1-16	0	1
KAN1690678.1	O89116	34.7	Vesicle transport through interaction with t-SNAREs homolog 1A			1	0
KAN1690683.1	Q9Y7J3	32.9	Carnosine N-methyltransferase	2.1.1.22 {ECO:0000250|UniProtKB:P53934}		0	0
KAN1690687.1	Q10320	40.8	GDT1-like protein C17G8.08c			7	0
KAN1690690.1	B2GUY0	39.0	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase	3.2.1.113 {ECO:0000250|UniProtKB:P32906}		1	0
KAN1690691.1	P36864	50.0	GTP-binding protein yptV5			0	0
KAN1690763.1	D7PHY8	31.2	Efflux pump vrtL			12	0
KAN1690784.1	O94336	31.0	Uncharacterized FCP1 homology domain-containing protein C1271.03c			0	0
KAN1690786.1	Q5K8R6	32.9	Beta-1,2-xylosyltransferase 1	2.4.1.-		1	0
KAN1690790.1	P39992	36.3	Uncharacterized protein YEL023C			0	0
KAN1690800.1	O60177	30.4	ATP-dependent chromatin remodeler/E3 ubiquitin-protein ligase rrp2	2.3.2.27 {ECO:0000250|UniProtKB:Q14527};3.6.4.- {ECO:0000305|PubMed:28552615}		0	0
KAN1690801.1	A2TBU1	38.8	Agroclavine dehydrogenase	1.5.1.46 {ECO:0000250|UniProtKB:P0CT21}		0	0
KAN1690802.1	F1SY74	42.1	Cytochrome P450 monooxygenase 75	1.-.-.- {ECO:0000269|PubMed:21938516}		2	0
KAN1690803.1	Q4HYC1	50.8	EKC/KEOPS complex subunit BUD32	2.7.11.1 {ECO:0000250|UniProtKB:P53323};3.6.-.- {ECO:0000250|UniProtKB:Q9UYB9}		0	0
KAN1690804.1	O74423	66.0	Epsin-1			0	0
KAN1690806.1	J9VTB0	44.4	Calcium-channel protein CCH1			23	0
KAN1690808.1	A8NS27	58.3	Adenylate-forming reductase 03009	1.2.1.- {ECO:0000269|PubMed:27457378}		0	0
KAN1690809.1	A0A0U5GQ05	31.5	FAD-dependent monooxygenase drtC	1.-.-.- {ECO:0000269|PubMed:34468074}		0	0
KAN1690810.1	A0A2H3CZX2	49.8	Cytochrome P450 monooxygenase ARMGADRAFT_1018420	1.-.-.-		1	0
KAN1690811.1	A0A2H3CZX2	48.7	Cytochrome P450 monooxygenase ARMGADRAFT_1018420	1.-.-.-		1	0
KAN1690812.1	A0A0U5GQ05	32.8	FAD-dependent monooxygenase drtC	1.-.-.- {ECO:0000269|PubMed:34468074}		0	0
KAN1690814.1	O74628	37.5	Uncharacterized oxidoreductase C162.03	1.-.-.-		0	0
KAN1690815.1	M2T7Z1	33.1	FAD-dependent monooxygenase tpcD	1.-.-.- {ECO:0000269|PubMed:29417814}	1-22	0	1
KAN1690816.1	A8NS27	48.7	Adenylate-forming reductase 03009	1.2.1.- {ECO:0000269|PubMed:27457378}		0	0
KAN1690817.1	P0C8Q0	35.5	UBX domain-containing protein 1			0	0
KAN1690818.1	Q4P358	52.6	Eukaryotic translation initiation factor 3 subunit A			0	0
KAN1690820.1	O42906	52.7	GPN-loop GTPase 1	3.6.5.- {ECO:0000250|UniProtKB:P47122}		0	0
KAN1690822.1	P43063	69.8	Cyclin-dependent kinase 1	2.7.11.22 {ECO:0000250|UniProtKB:P04551}		0	0
KAN1690825.1	A0A2I1BSW0	31.0	Asnovolin J 5',6'-dehydrogenase nvfM	1.3.99.- {ECO:0000269|PubMed:29968715}		1	0
KAN1690826.1	A0A2I1BSW0	36.1	Asnovolin J 5',6'-dehydrogenase nvfM	1.3.99.- {ECO:0000269|PubMed:29968715}		1	0
KAN1690827.1	A0A2I1BSW0	33.4	Asnovolin J 5',6'-dehydrogenase nvfM	1.3.99.- {ECO:0000269|PubMed:29968715}		1	0
KAN1690829.1	A0A2H3D8Y2	46.2	Short-chain dehydrogenase/reductase ARMGADRAFT_1018421	1.1.1.-		0	0
KAN1690830.1	A0A2H3D8Y2	46.8	Short-chain dehydrogenase/reductase ARMGADRAFT_1018421	1.1.1.-		0	0
KAN1690832.1	O74969	43.1	High-affinity glucose transporter ght2			12	0
KAN1690833.1	A0A2I1BSW0	30.4	Asnovolin J 5',6'-dehydrogenase nvfM	1.3.99.- {ECO:0000269|PubMed:29968715}		1	0
KAN1690837.1	O94505	48.2	3'(2'),5'-bisphosphate nucleotidase	3.1.3.57 {ECO:0000269|PubMed:10850973};3.1.3.7 {ECO:0000269|PubMed:10850973}		0	0
KAN1690839.1	P40977	32.5	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase 1	3.1.4.11		0	0
KAN1690841.1	D4AUF1	52.7	WSC domain-containing protein ARB_07867		1-24	0	1
KAN1690842.1	S0E3H0	43.6	Global transcription regulator sge1			0	0
KAN1690844.1	Q8N0N3	36.8	Beta-1,3-glucan-binding protein		1-17	0	1
KAN1690845.1	B0DSK4	84.5	Elongation factor G, mitochondrial			0	0
KAN1690846.1	A0A2H3D8Y2	46.1	Short-chain dehydrogenase/reductase ARMGADRAFT_1018421	1.1.1.-		0	0
KAN1690849.1	J9VND2	39.0	Chitin deacetylase 2	3.5.1.41 {ECO:0000305|PubMed:17400891, ECO:0000305|PubMed:22354955}	1-19	0	1
KAN1690855.1	Q16W24	30.7	Serine/threonine-protein kinase PLK4	2.7.11.21		0	0
KAN1690856.1	A0A179HKZ8	36.9	ABC1 family protein lscO			0	0
KAN1690858.1	Q00614	40.0	Carnitine O-acetyltransferase, mitochondrial	2.3.1.7		0	0
KAN1690860.1	Q9NL98	67.4	Peroxiredoxin	1.11.1.24 {ECO:0000250|UniProtKB:Q06830}		0	0
KAN1690861.1	O74918	42.4	Exosome complex component rrp45			0	0
KAN1690862.1	O42939	42.4	Ubiquitin-activating enzyme E1-like			0	0
KAN1690870.1	A0A179HKZ8	37.1	ABC1 family protein lscO			0	0
KAN1690872.1	Q16W24	30.7	Serine/threonine-protein kinase PLK4	2.7.11.21		0	0
KAN1690873.1	P40900	47.3	Sexual differentiation process protein isp4			16	0
KAN1690874.1	P38989	39.1	Structural maintenance of chromosomes protein 2			0	0
KAN1690878.1	Q09723	50.0	Multifunctional methyltransferase subunit trm112			0	0
KAN1690880.1	Q0CCF8	58.1	Probable pectate lyase F	4.2.2.2	1-17	0	1
KAN1690881.1	W8QRE4	60.7	Beta-xylosidase	3.2.1.37 {ECO:0000269|PubMed:25300189}		0	0
KAN1690883.1	G0SEQ5	34.8	Ribosome biogenesis protein NOC1			0	0
KAN1690884.1	D4B1N9	33.4	Probable secreted lipase ARB_02369	3.1.1.3 {ECO:0000250|UniProtKB:P20261}	1-17	0	1
KAN1690885.1	A0A060S684	32.1	Chlorogenic acid esterase	3.1.1.42 {ECO:0000269|Ref.1}	1-21	0	1
KAN1690886.1	A0A0D1E921	50.3	Appressorium protein ROW1		1-21	1	0
KAN1690891.1	Q0CCF8	55.7	Probable pectate lyase F	4.2.2.2	1-17	0	1
KAN1690892.1	A6SDT7	47.4	Metacaspase-1	3.4.22.-		0	0
KAN1690893.1	J9VIL4	35.3	Stretch-activated cation channel MID1			1	0
KAN1690896.1	W8QRE4	78.1	Beta-xylosidase	3.2.1.37 {ECO:0000269|PubMed:25300189}		0	0
KAN1690897.1	Q12519	32.7	Uncharacterized MFS-type transporter C330.07c			12	0
KAN1690899.1	Q4PEQ5	38.8	Metacaspase-1	3.4.22.-		0	0
KAN1690900.1	A6SDT7	47.1	Metacaspase-1	3.4.22.-		0	0
KAN1690902.1	Q6F6U3	39.9	Nicotinamidase	3.5.1.19 {ECO:0000269|PubMed:20926389}		0	0
KAN1690904.1	P0DO29	41.2	Dehydrogenase eriK	1.1.-.- {ECO:0000305|PubMed:31535864}	1-20	0	1
KAN1690907.1	O94564	47.0	Zinc-type alcohol dehydrogenase-like protein C1773.06c	1.-.-.-		0	0
KAN1690913.1	Q9W2N0	39.5	F-actin-capping protein subunit alpha			0	0
KAN1690920.1	P0DO29	41.4	Dehydrogenase eriK	1.1.-.- {ECO:0000305|PubMed:31535864}	1-20	0	1
KAN1690921.1	O13770	37.0	Uncharacterized membrane protein C17A5.08		1-20	1	0
KAN1690922.1	O14220	34.8	Meiotic expression up-regulated protein 26			0	0
KAN1690924.1	Q9QUI0	60.4	Transforming protein RhoA	3.6.5.2 {ECO:0000269|PubMed:24352656}		0	0
KAN1690927.1	P39956	36.9	DNA damage-responsive transcriptional repressor RPH1			0	0
KAN1690928.1	A4RAE9	37.2	Probable Xaa-Pro aminopeptidase PEPP	3.4.11.9		0	0
KAN1690929.1	Q53552	35.7	Salicylate hydroxylase	1.14.13.1		0	0
KAN1690930.1	P0CQ54	56.8	Small ribosomal subunit protein uS10m			0	0
KAN1690931.1	G5EI58	55.3	Serine/threonine protein kinase HRR25	2.7.11.1 {ECO:0000255|PROSITE-ProRule:PRU00159}		0	0
KAN1690934.1	O23676	72.0	Protein mago nashi homolog			0	0
KAN1690935.1	O74889	45.0	SAC3 family protein 1			0	0
KAN1690936.1	Q4X1A8	37.3	Serine/threonine protein kinase ypkA	2.7.11.1 {ECO:0000305}		0	0
KAN1690939.1	O75643	53.4	U5 small nuclear ribonucleoprotein 200 kDa helicase	3.6.4.13 {ECO:0000269|PubMed:23045696, ECO:0000269|PubMed:35241646}		0	0
KAN1690943.1	J9VTK7	74.7	Glycogen [starch] synthase	2.4.1.11 {ECO:0000250|UniProtKB:P23337}		0	0
KAN1690944.1	P0CN96	74.9	Guanine nucleotide-binding protein subunit alpha			0	0
KAN1690949.1	Q12618	53.5	Acyl-CoA desaturase	1.14.19.1 {ECO:0000305|PubMed:8538376}		4	0
KAN1690951.1	A0A437AGY2	40.6	G protein-coupled receptor C			7	0
KAN1690953.1	P0CT79	92.8	Small ribosomal subunit protein eS28A			0	0
KAN1690954.1	Q0QWS4	56.7	L-galactonate dehydratase	4.2.1.146		0	0
KAN1690962.1	P40564	32.7	DnaJ-like protein 1			0	0
KAN1690963.1	Q54NG9	33.5	Probable saccharopine dehydrogenase [NADP(+), L-glutamate-forming]	1.5.1.10		0	0
KAN1690964.1	Q9USQ9	50.8	Probable proteasome subunit beta type-7			0	0
KAN1690965.1	O42945	67.2	Probable pre-mRNA-splicing factor ATP-dependent RNA helicase prp43	3.6.4.13		0	0
KAN1690966.1	O42945	54.7	Probable pre-mRNA-splicing factor ATP-dependent RNA helicase prp43	3.6.4.13		0	0
KAN1690979.1	A2QG68	45.4	Alpha-L-rhamnosidase rgxB	3.2.1.40	1-20	0	1
KAN1690981.1	Q9BGI1	36.1	Peroxiredoxin-5, mitochondrial	1.11.1.24 {ECO:0000250|UniProtKB:P30044}		0	0
KAN1690982.1	Q4P827	45.3	Chromatin modification-related protein EAF3			0	0
KAN1690985.1	Q08980	42.9	Probable transport protein YPL264C			10	0
KAN1690986.1	P32432	30.2	Transcription factor SFP1			0	0
KAN1690987.1	Q9US54	46.8	Transcription initiation factor TFIID subunit 11			0	0
KAN1690988.1	Q92268	98.9	Tubulin beta chain			0	0
KAN1690989.1	O93937	63.4	Multifunctional protein pyrABCN	2.1.3.2;3.5.1.2;6.3.4.16;6.3.5.5		0	0
KAN1690991.1	Q10315	54.2	Transcription regulator complex subunit bur6			0	0
KAN1690993.1	Q9P7C8	39.5	DNA replication complex GINS protein sld5			0	0
KAN1690995.1	Q07LH9	32.6	Ribosomal RNA large subunit methyltransferase E	2.1.1.166 {ECO:0000255|HAMAP-Rule:MF_01547}		0	0
KAN1690996.1	P48009	57.5	Septin homolog spn4			0	0
KAN1690997.1	Q9UUH4	60.7	C-4 methylsterol oxidase erg25	1.14.18.- {ECO:0000250|UniProtKB:P53045}		1	0
KAN1690998.1	P0DO29	41.5	Dehydrogenase eriK	1.1.-.- {ECO:0000305|PubMed:31535864}	1-20	0	1
KAN1691002.1	Q49117	34.4	Uncharacterized oxidoreductase MexAM1_META1p0182	1.-.-.-		0	0
KAN1691003.1	L7WRR4	59.1	Efflux pump notK'			10	0
KAN1691004.1	P0DO29	41.9	Dehydrogenase eriK	1.1.-.- {ECO:0000305|PubMed:31535864}	1-20	0	1
KAN1691005.1	D4AZK1	31.4	Probable aspartic-type endopeptidase CTSD	3.4.23.-	1-21	0	1
KAN1691006.1	C5FX29	36.5	Extracellular metalloproteinase 5	3.4.24.-	1-20	0	1
KAN1691010.1	A0A6S6QPY4	30.7	Cytochrome P450 monooxygenase ple5B	1.-.-.- {ECO:0000269|PubMed:28924980}		1	0
KAN1691011.1	C4JF79	34.1	Peptidase uncH	3.4.14.- {ECO:0000269|PubMed:40387549}		0	0
KAN1691012.1	P50125	67.4	Homocysteine synthase	2.5.1.49 {ECO:0000269|PubMed:6381643, ECO:0000269|Ref.5}		0	0
KAN1691015.1	O35244	49.2	Peroxiredoxin-6	1.11.1.27 {ECO:0000269|PubMed:15004285};2.3.1.23 {ECO:0000269|PubMed:26830860};3.1.1.4 {ECO:0000269|PubMed:17652308, ECO:0000269|PubMed:8999971}		0	0
KAN1691017.1	P30041	54.8	Peroxiredoxin-6	1.11.1.27 {ECO:0000269|PubMed:10893423, ECO:0000269|PubMed:9497358};2.3.1.23 {ECO:0000269|PubMed:26830860};3.1.1.4 {ECO:0000269|PubMed:10893423, ECO:0000269|PubMed:26830860}		0	0
KAN1691019.1	A4R017	58.1	Probable zinc metalloprotease MGG_02107	3.4.-.-	1-21	0	1
KAN1691020.1	C9SPU8	60.6	Probable zinc metalloprotease VDBG_06923	3.4.-.-	1-28	0	1
KAN1691021.1	P30041	53.8	Peroxiredoxin-6	1.11.1.27 {ECO:0000269|PubMed:10893423, ECO:0000269|PubMed:9497358};2.3.1.23 {ECO:0000269|PubMed:26830860};3.1.1.4 {ECO:0000269|PubMed:10893423, ECO:0000269|PubMed:26830860}		0	0
KAN1691024.1	A0A1L9WLI9	36.1	Baeyer-Villiger monooxygenase AacuH	1.-.-.- {ECO:0000305|PubMed:30996871}		0	0
KAN1691025.1	Q10142	49.3	Inositol phosphorylceramide synthase catalytic subunit aur1	2.-.-.-		8	0
KAN1691030.1	C4JF79	33.6	Peptidase uncH	3.4.14.- {ECO:0000269|PubMed:40387549}		0	0
KAN1691032.1	Q6UX53	41.2	Thiol S-methyltransferase TMT1B	2.1.1.9 {ECO:0000269|PubMed:33649426, ECO:0000269|PubMed:37137720}	1-23	0	1
KAN1691034.1	A0A6S6QPY4	36.7	Cytochrome P450 monooxygenase ple5B	1.-.-.- {ECO:0000269|PubMed:28924980}		1	0
KAN1691036.1	A0A067N4P3	100.0	Class I hydrophobin 12		1-25	0	1
KAN1691037.1	Q09764	39.4	Vacuolar basic amino acid transporter vsb1			13	0
KAN1691038.1	Q8GXS3	56.8	Pre-mRNA cleavage factor Im 25 kDa subunit 2			0	0
KAN1691039.1	Q09921	40.6	Uncharacterized protein C1F7.10			0	0
KAN1691040.1	B2AMJ3	43.6	Golgi apparatus membrane protein TVP38			5	0
KAN1691041.1	Q5ZLG1	60.3	Ras-related protein Rab-18	3.6.5.2 {ECO:0000250|UniProtKB:Q9NP72}		0	0
KAN1691043.1	Q6L8F7	31.1	Zinc transporter 7		1-25	8	0
KAN1691045.1	Q12306	46.7	Small ubiquitin-related modifier			0	0
KAN1691046.1	P0CT90	50.7	3-O-methyltransferase 2	2.1.1.- {ECO:0000269|PubMed:26672450}		0	0
KAN1691048.1	P47154	40.0	CAAX prenyl protease 1	3.4.24.84 {ECO:0000269|PubMed:10825201, ECO:0000269|PubMed:11581258}		7	0
KAN1691051.1	P0CM32	40.4	Autophagy-related protein 22			12	0
KAN1691052.1	Q5Z5B2	31.8	Protein argonaute 1D			0	0
KAN1691053.1	P0DPA4	30.8	Cytochrome P450 monooxygenase FCK2	1.-.-.- {ECO:0000305|PubMed:28802024}		3	0
KAN1691056.1	Q0DV32	33.1	4-coumarate--CoA ligase-like 1	6.2.1.12 {ECO:0000250|UniProtKB:O24146}		0	0
KAN1691061.1	A0A0C4VYV1	31.5	MFS-type transporter 1			12	0
KAN1691063.1	P0CS48	67.5	Pre-mRNA-splicing factor PRP46			0	0
KAN1691071.1	A7HSL1	48.3	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG			0	0
KAN1691073.1	P38090	47.1	General amino acid permease AGP2			12	0
KAN1691077.1	Q4P8G2	75.0	Diphthamide biosynthesis protein 3			0	0
KAN1691078.1	P23231	55.8	Mitochondrial import receptor subunit tom70			1	0
KAN1691079.1	O14217	36.6	Probable mitochondrial import receptor subunit tom70			1	0
KAN1691080.1	P49373	42.9	Transcription elongation factor S-II			0	0
KAN1691081.1	A7LXU0	32.9	Non-reducing end alpha-L-arabinofuranosidase BoGH43B	3.2.1.55	1-23	0	1
KAN1691092.1	P22987	64.4	Protein kinase kin1	2.7.11.1		0	0
KAN1691095.1	P80402	38.1	2,3-dihydroxybenzoate decarboxylase	4.1.1.46		0	0
KAN1691096.1	A0A384XG60	43.1	Strobilurin A biosynthesis cluster protein r1			2	0
KAN1691098.1	I2DBY3	42.9	Dye-decolorizing peroxidase	1.11.1.19 {ECO:0000269|PubMed:23111597};1.11.1.7 {ECO:0000269|PubMed:23111597}	1-21	0	1
KAN1691099.1	Q9M9W8	33.2	Phospholipase D zeta 2	3.1.4.4 {ECO:0000269|PubMed:11891260}		0	0
KAN1691100.1	Q54YZ9	52.2	Hybrid signal transduction histidine kinase J	2.7.13.3		0	0
KAN1691101.1	Q9HYV6	44.8	Putative ankyrin repeat protein PA3287			0	0
KAN1691102.1	A1A653	38.0	Fe-regulated protein 8			0	0
KAN1691103.1	P33282	47.0	Uricase	1.7.3.3 {ECO:0000269|PubMed:8226863}		0	0
KAN1691104.1	P54279	32.1	Mismatch repair endonuclease PMS2	3.1.-.-		0	0
KAN1691107.1	Q9P4B6	42.6	L-lactate dehydrogenase A	1.1.1.27		0	0
KAN1691113.1	A0A348B782	54.5	Sesquiterpene synthase 6	4.2.3.- {ECO:0000269|PubMed:30105900};4.2.3.100 {ECO:0000269|PubMed:30105900}		0	0
KAN1691114.1	P0CM79	38.3	Polynucleotide 5'-hydroxyl-kinase GRC3	2.7.1.-		0	0
KAN1691119.1	Q9ZU50	43.5	Amino-acid permease BAT1			12	0
KAN1691122.1	Q8SVD3	48.2	Homeobox protein HD-3			0	0
KAN1691123.1	Q9H8M2	37.3	Bromodomain-containing protein 9			0	0
KAN1691128.1	F1SY91	37.6	Cytochrome P450 monooxygenase 98	1.-.-.- {ECO:0000269|PubMed:21938516}		1	0
KAN1691135.1	P83876	81.9	Thioredoxin-like protein 4A			0	0
KAN1691136.1	P0CP82	81.5	Peptidyl-prolyl cis-trans isomerase H	5.2.1.8		0	0
KAN1691137.1	F2QY27	48.9	Alcohol oxidase 1	1.1.3.13		0	0
KAN1691158.1	Q92341	36.6	Low affinity heme transporter str3			14	0
KAN1691159.1	P0CQ12	57.7	Probable proteasome subunit beta type-4			0	0
KAN1691161.1	P38680	31.2	N amino acid transport system protein			11	0
KAN1691163.1	A0A067NFU6	89.5	Unclassified hydrophobin 8		1-20	0	1
KAN1691164.1	P14802	33.0	Uncharacterized oxidoreductase YoxD	1.-.-.-		0	0
KAN1691165.1	D4AK17	37.4	PI-PLC X domain-containing protein 1		1-24	0	1
KAN1691169.1	P27810	43.7	Alpha-1,2 mannosyltransferase KTR1	2.4.1.-		1	0
KAN1691170.1	P46592	50.3	Glycolipid 2-alpha-mannosyltransferase 2	2.4.1.-		1	0
KAN1691175.1	G9N4A8	31.5	Cytochrome P450 monooxygenase virE	1.-.-.- {ECO:0000269|PubMed:31790246}	1-25	0	1
KAN1691176.1	Q9C0Y6	34.5	Zinc-type alcohol dehydrogenase-like protein PB24D3.08c	1.-.-.-		0	0
KAN1691177.1	Q00808	31.0	Vegetative incompatibility protein HET-E-1			0	0
KAN1691194.1	Q4A054	30.7	Uncharacterized oxidoreductase SSP0419	1.-.-.-		0	0
KAN1691195.1	A0A067N582	74.5	Unclassified hydrophobin 5		1-24	0	1
KAN1691196.1	O00410	36.9	Importin-5			0	0
KAN1692145.1	Q9FT72	30.0	ATP-dependent DNA helicase Q-like 3	5.6.2.4 {ECO:0000269|PubMed:19755539}		0	0
KAN1692149.1	O14111	55.5	Phosphatidylserine decarboxylase proenzyme 3	4.1.1.65 {ECO:0000255|HAMAP-Rule:MF_03209}		0	0
KAN1692153.1	A0A2H3CNS9	48.2	Cytochrome P450 monooxygenase ARMGADRAFT_1018417	1.-.-.-		1	0
KAN1692156.1	Q5AK66	82.4	Phosphatidylserine decarboxylase proenzyme 2	4.1.1.65 {ECO:0000255|HAMAP-Rule:MF_03209}		0	0
KAN1692168.1	G4N1S3	48.1	Ras-like protein 1			0	0
KAN1692171.1	P53037	32.7	Phosphatidylserine decarboxylase proenzyme 2	4.1.1.65 {ECO:0000255|HAMAP-Rule:MF_03209, ECO:0000269|PubMed:7890739}		0	0
KAN1692183.1	C4JF73	43.8	Isoindolinone tripeptide biosynthesis cluster protein B			0	0
KAN1692196.1	D3ZRC4	31.4	Calcium-independent phospholipase A2-gamma	3.1.1.- {ECO:0000250|UniProtKB:Q9NP80};3.1.1.5 {ECO:0000250|UniProtKB:Q9NP80}		1	0
KAN1692208.1	Q9UR19	68.8	Versatile peroxidase VPL1	1.11.1.16 {ECO:0000269|PubMed:9987124}	1-22	0	1
KAN1692220.1	J9VVE7	42.0	Putative cell signaling protein HAM1			0	0
KAN1692222.1	Q9UR19	78.0	Versatile peroxidase VPL1	1.11.1.16 {ECO:0000269|PubMed:9987124}	1-22	0	1
KAN1692231.1	Q9UUG1	43.2	Ribosome production factor 2 homolog			0	0
KAN1692232.1	A0A126P745	32.0	Epoxide hydrolase	3.3.2.10 {ECO:0000269|PubMed:38423431}		0	0
KAN1692239.1	Q5BJJ5	38.5	Haloacid dehalogenase-like hydrolase domain-containing protein 2			0	0
KAN1692242.1	Q00668	30.1	Peroxidase stcC	1.11.1.- {ECO:0000305}	1-25	0	1
KAN1692243.1	A0A437AGY2	32.0	G protein-coupled receptor C			7	0
KAN1692245.1	J9VM54	30.8	Oligopeptide transporter 1			13	0
KAN1692246.1	Q02953	41.4	Heat shock factor protein			0	0
KAN1692249.1	O60182	46.4	Replication factor C subunit 1			0	0
KAN1692252.1	P17576	42.6	Polyporopepsin	3.4.23.29		0	0
KAN1692253.1	Q9C168	60.4	Catalase-1	1.11.1.6		0	0
KAN1692261.1	A0A6S6QI82	41.9	Cytochrome P450 monooxygenase ple1	1.-.-.- {ECO:0000269|PubMed:28924980}		1	0
KAN1692274.1	Q00668	39.6	Peroxidase stcC	1.11.1.- {ECO:0000305}	1-25	0	1
KAN1692278.1	A1CYB8	58.0	Probable pectate lyase A	4.2.2.2	1-18	0	1
KAN1692281.1	P10533	35.4	Serine/threonine-protein kinase-transforming protein Rmil	2.7.11.1		0	0
KAN1692283.1	P46592	59.8	Glycolipid 2-alpha-mannosyltransferase 2	2.4.1.-		1	0
KAN1692290.1	J9VKM5	43.3	Tetratricopeptide repeat and J domain-containing co-chaperone DNJ1		1-22	0	1
KAN1692293.1	Q56078	33.5	Periplasmic beta-glucosidase	3.2.1.21	1-20	0	1
KAN1692295.1	A0A1U8QVN4	45.2	Myb-like transcriptional regulator basR			0	0
KAN1692305.1	A2QTW5	40.0	Benzoate 4-monooxygenase bphA	1.14.14.92 {ECO:0000269|PubMed:11594739}		1	0
KAN1692306.1	S7QKE2	61.1	AA9 family lytic polysaccharide monooxygenase C	1.14.99.54 {ECO:0000305|PubMed:27590806};1.14.99.56 {ECO:0000305|PubMed:27590806}	1-17	0	1
KAN1692308.1	P22189	45.4	Sodium/potassium exporting P-type ATPase cta3	7.2.2.3 {ECO:0000250|UniProtKB:P13587}		10	0
KAN1692309.1	P0CR26	72.6	RuvB-like helicase 1	3.6.4.12		0	0
KAN1692321.1	Q5E9X1	62.0	Nuclear transcription factor Y subunit gamma			0	0
KAN1692323.1	Q54410	35.7	Tripeptidyl aminopeptidase	3.4.14.-	1-36	0	1
KAN1692329.1	Q05493	59.8	3-ketoacyl-CoA thiolase, peroxisomal	2.3.1.16 {ECO:0000250|UniProtKB:P27796}		0	0
KAN1692330.1	F4JZC2	35.0	Cytosolic endo-beta-N-acetylglucosaminidase 1	3.2.1.96 {ECO:0000269|PubMed:21597164, ECO:0000269|PubMed:21796445}		0	0
KAN1692331.1	Q4PCV8	37.6	mRNA 3'-end-processing protein RNA14			0	0
KAN1692334.1	P17505	62.9	Malate dehydrogenase, mitochondrial	1.1.1.37		0	0
KAN1692335.1	Q12739	63.1	Laccase-2	1.10.3.2 {ECO:0000250|UniProtKB:Q70KY3}	1-23	0	1
KAN1692336.1	O74189	46.6	Dolichyl-phosphate-mannose--protein mannosyltransferase 1	2.4.1.109 {ECO:0000250|UniProtKB:P33775}		10	0
KAN1692341.1	P39076	71.6	T-complex protein 1 subunit beta			0	0
KAN1692344.1	Q4P101	36.7	RNA polymerase II holoenzyme cyclin-like subunit			0	0
KAN1692349.1	P36580	67.6	Fructose-bisphosphate aldolase	4.1.2.13		0	0
KAN1692351.1	F1SY74	50.2	Cytochrome P450 monooxygenase 75	1.-.-.- {ECO:0000269|PubMed:21938516}		2	0
KAN1692354.1	A2QV36	54.7	Probable pectate lyase A	4.2.2.2	1-20	0	1
KAN1692355.1	B8NE46	56.3	Probable pectate lyase A	4.2.2.2	1-20	0	1
KAN1692356.1	P0CQ37	59.4	Phosphoribosylaminoimidazole carboxylase	4.1.1.21		0	0
KAN1692358.1	B0Y793	48.8	Probable 1,4-beta-D-glucan cellobiohydrolase A	3.2.1.91	1-17	0	1
KAN1692359.1	A8P7Y3	72.6	S-methyl-5'-thioadenosine phosphorylase	2.4.2.28 {ECO:0000255|HAMAP-Rule:MF_03155}		0	0
KAN1692360.1	O60132	46.4	Tip elongation aberrant protein Tea4			0	0
KAN1692364.1	P22189	44.8	Sodium/potassium exporting P-type ATPase cta3	7.2.2.3 {ECO:0000250|UniProtKB:P13587}		10	0
KAN1692367.1	Q00023	67.5	AA9 family lytic polysaccharide monooxygenase-like protein CEL1	1.14.99.56 {ECO:0000305|PubMed:8181702}	1-29	0	1
KAN1692371.1	W6Q9S9	46.8	Chanoclavine-I aldehyde reductase fgaOx3	1.3.1.100 {ECO:0000269|PubMed:28902217}		0	0
KAN1692372.1	A0A024SH20	63.0	Endoglucanase EG-II	3.2.1.4 {ECO:0000250|UniProtKB:P07982}	1-21	0	1
