protein_id	sprot_acc	pident	evalue	protein_name	EC	GO	KEGG
KAJ8700550.1	Q9P6I2	55.7	4.0e-191	Cys-Gly metallodipeptidase dug1	3.4.13.-	GO:0005634;GO:0005829;GO:0006508;GO:0006751;GO:0008233;GO:0046872;GO:0070573	spo:2539648
KAJ8700553.1	P40970	50.3	8.1e-187	Serine palmitoyltransferase 2	2.3.1.50	GO:0004758;GO:0005783;GO:0016020;GO:0017059;GO:0030148;GO:0030170;GO:0046512;GO:0046513;GO:0090156	sce:YDR062W
KAJ8700554.1	P59668	38.1	2.2e-91	Delta(12) fatty acid desaturase	1.14.19.6 {ECO:0000250|UniProtKB:Q9Y8H5}	GO:0006636;GO:0016020;GO:0102985	
KAJ8700556.1	P59668	42.1	4.8e-108	Delta(12) fatty acid desaturase	1.14.19.6 {ECO:0000250|UniProtKB:Q9Y8H5}	GO:0006636;GO:0016020;GO:0102985	
KAJ8700557.1	A8NZY7	60.3	5.1e-242	tRNA-dihydrouridine(47) synthase [NAD(P)(+)]	1.3.1.- {ECO:0000250|UniProtKB:Q9UTH9};1.3.1.89 {ECO:0000250|UniProtKB:Q06053}	GO:0003723;GO:0005634;GO:0005737;GO:0006397;GO:0008270;GO:0050660;GO:0102265;GO:0106414	cci:CC1G_12476
KAJ8700561.1	O13861	50.4	1.8e-123	tRNA threonylcarbamoyladenosine dehydratase	6.1.-.-	GO:0005524;GO:0005741;GO:0008641;GO:0016887;GO:0061503;GO:0061504	spo:2542532
KAJ8700562.1	Q9BWQ6	35.0	8.9e-28	Protein YIPF2		GO:0000138;GO:0005794;GO:0005797;GO:0005802;GO:0016192;GO:0030133;GO:0031267;GO:0031902	hsa:78992
KAJ8700565.1	P04963	31.4	1.7e-07	Chloroperoxidase	1.11.1.10	GO:0016691;GO:0046872	
KAJ8700566.1	A8NEF5	55.6	7.5e-134	Mitochondrial distribution and morphology protein 12		GO:0005789;GO:0008289;GO:0015914;GO:0032865;GO:0045040;GO:1990456	cci:CC1G_01074
KAJ8700567.1	P47173	35.8	9.2e-50	Uncharacterized protein YJR142W		GO:0044715	sce:YJR142W
KAJ8700568.1	Q5TGZ0	42.1	4.7e-19	MICOS complex subunit MIC10		GO:0001401;GO:0005739;GO:0005743;GO:0007007;GO:0042407;GO:0044284;GO:0061617;GO:0140275	hsa:440574
KAJ8700569.1	P0CM44	50.8	4.9e-235	Vacuolar protein-sorting protein BRO1		GO:0005768;GO:0043328	cne:CNG02100
KAJ8700574.1	P0DO29	40.0	1.4e-139	Dehydrogenase eriK	1.1.-.- {ECO:0000305|PubMed:31535864}	GO:0016614;GO:0050660	
KAJ8700575.1	Q4PIC4	53.9	4.4e-221	Transcription elongation factor SPT5		GO:0000785;GO:0003711;GO:0003729;GO:0006357;GO:0006368;GO:0006397;GO:0032044;GO:0032784;GO:0140463	uma:UMAG_10033
KAJ8700577.1	P90994	40.7	2.7e-40	Glutathione-independent glyoxalase DJR-1.1	4.2.1.130 {ECO:0000269|PubMed:22523093}	GO:0005634;GO:0005737;GO:0005739;GO:0006979;GO:0009438;GO:0009636;GO:0019172;GO:0019249;GO:0036471;GO:0046295;GO:0097238;GO:1902176;GO:1903189	cel:CELE_B0432.2
KAJ8700583.1	A2QTU5	48.3	2.8e-46	Alpha-xylosidase A	3.2.1.177 {ECO:0000269|PubMed:22033931}	GO:0005576;GO:0005975;GO:0016020;GO:0030246;GO:0061634	ang:An09g03300
KAJ8700584.1	A2QTU5	52.7	7.3e-206	Alpha-xylosidase A	3.2.1.177 {ECO:0000269|PubMed:22033931}	GO:0005576;GO:0005975;GO:0016020;GO:0030246;GO:0061634	ang:An09g03300
KAJ8700586.1	P0DO29	59.2	6.5e-14	Dehydrogenase eriK	1.1.-.- {ECO:0000305|PubMed:31535864}	GO:0016614;GO:0050660	
KAJ8700587.1	P0DO29	40.5	3.0e-126	Dehydrogenase eriK	1.1.-.- {ECO:0000305|PubMed:31535864}	GO:0016614;GO:0050660	
KAJ8700588.1	O34788	38.9	5.0e-46	(R,R)-butanediol dehydrogenase	1.1.1.4 {ECO:0000305|PubMed:18820069}	GO:0000721;GO:0005576;GO:0005737;GO:0008270	bsu:BSU06240
KAJ8700589.1	Q5FA46	41.2	4.4e-91	(R,R)-butanediol dehydrogenase	1.1.1.4 {ECO:0000269|PubMed:33763825}	GO:0000721;GO:0008270	ngo:NGO_0186
KAJ8700590.1	Q9VHT4	32.7	1.5e-32	GDP-fucose transporter, Golgi		GO:0000139;GO:0005457;GO:0005794;GO:0005798;GO:0015297;GO:0015783;GO:0036085	dme:Dmel_CG9620
KAJ8700591.1	B0DWM8	53.3	6.2e-108	Ribosome biogenesis protein YTM1		GO:0000463;GO:0000466;GO:0005654;GO:0005730;GO:0030687;GO:0043021	lbc:LACBIDRAFT_395637
KAJ8700592.1	Q5RCH4	71.4	5.7e-22	Bifunctional FAD diphosphatase/FAD synthase	2.7.7.2 {ECO:0000250|UniProtKB:Q8NFF5};3.6.1.18 {ECO:0000250|UniProtKB:Q8NFF5};3.6.1.22 {ECO:0000250|UniProtKB:Q8NFF5}	GO:0003919;GO:0005524;GO:0005634;GO:0005759;GO:0005829;GO:0006747;GO:0006771;GO:0035529;GO:0046872;GO:0047884	pon:100453995
KAJ8700593.1	Q5RCH4	41.9	7.9e-18	Bifunctional FAD diphosphatase/FAD synthase	2.7.7.2 {ECO:0000250|UniProtKB:Q8NFF5};3.6.1.18 {ECO:0000250|UniProtKB:Q8NFF5};3.6.1.22 {ECO:0000250|UniProtKB:Q8NFF5}	GO:0003919;GO:0005524;GO:0005634;GO:0005759;GO:0005829;GO:0006747;GO:0006771;GO:0035529;GO:0046872;GO:0047884	pon:100453995
KAJ8700594.1	Q13630	61.5	1.4e-144	GDP-L-fucose synthase	1.1.1.271 {ECO:0000269|PubMed:8910301}	GO:0005829;GO:0007159;GO:0009055;GO:0010595;GO:0019673;GO:0042351;GO:0042356;GO:0042802;GO:0047918;GO:0050577;GO:0070062;GO:1904906	hsa:7264
KAJ8700595.1	Q8K0C9	68.6	7.3e-169	GDP-mannose 4,6 dehydratase	4.2.1.47 {ECO:0000250|UniProtKB:O60547}	GO:0005829;GO:0007219;GO:0008446;GO:0019673;GO:0042351;GO:0042802;GO:0070401	mmu:218138
KAJ8700597.1	A2WT95	31.4	1.0e-10	Phospholipase A1-II 1	3.1.1.-	GO:0005737;GO:0008970;GO:0016042	
KAJ8700600.1	Q9UVN9	72.8	1.9e-302	Double-strand break repair protein MRE11		GO:0000014;GO:0000723;GO:0000724;GO:0000781;GO:0006303;GO:0007095;GO:0008296;GO:0030145;GO:0030870;GO:0031573;GO:0035861;GO:0042138;GO:0097552	cci:CC1G_10319
KAJ8700604.1	Q7SBJ8	51.9	9.4e-37	Large ribosomal subunit protein uL14m		GO:0003735;GO:0005762;GO:0006412;GO:0070180	ncr:NCU08552
KAJ8700605.1	P33284	47.4	2.3e-139	Hexokinase	2.7.1.1 {ECO:0000269|PubMed:12882981}	GO:0001678;GO:0004340;GO:0005524;GO:0005536;GO:0005739;GO:0005829;GO:0006000;GO:0006006;GO:0006013;GO:0006096;GO:0008865;GO:0019158;GO:1990539	kla:KLLA0_D11352g
KAJ8700607.1	P56329	75.0	7.1e-81	Probable eukaryotic translation initiation factor 2 subunit beta		GO:0001731;GO:0003729;GO:0003743;GO:0005829;GO:0005850;GO:0008270;GO:0031369;GO:0043614	spo:2542942
KAJ8700608.1	Q6C338	50.3	4.1e-82	ATP synthase subunit gamma, mitochondrial		GO:0005743;GO:0015986;GO:0045259;GO:0046933;GO:0046961	yli:2907762
KAJ8700609.1	Q13112	31.9	2.1e-29	Chromatin assembly factor 1 subunit B		GO:0000785;GO:0003682;GO:0005634;GO:0005654;GO:0005737;GO:0006260;GO:0006281;GO:0006334;GO:0006335;GO:0032991;GO:0033186;GO:0042393;GO:0051082	hsa:8208
KAJ8700610.1	Q9S3M0	47.7	1.5e-34	Cytidine deaminase	3.5.4.5	GO:0004126;GO:0005829;GO:0008270;GO:0055086;GO:0072527	spsy:AZE41_09240
KAJ8700611.1	O42963	30.8	1.7e-31	Nucleoporin nup44		GO:0000054;GO:0005634;GO:0005635;GO:0005643;GO:0005829;GO:0006607;GO:0006999;GO:0017056;GO:0034399;GO:0036228;GO:0044613	spo:2540775
KAJ8700612.1	O14388	64.7	2.0e-61	Large ribosomal subunit protein eL27A		GO:0002181;GO:0003735;GO:0005634;GO:0005829;GO:0022625;GO:0030684	spo:2541156
KAJ8700613.1	A0A067P943	100.0	1.7e-90	Class I hydrophobin 16		GO:0005199;GO:0005576;GO:0009277	
KAJ8700617.1	P27999	43.2	4.0e-33	DNA-directed RNA polymerase II subunit RPB9		GO:0001172;GO:0001193;GO:0003676;GO:0003899;GO:0005634;GO:0005665;GO:0005730;GO:0006283;GO:0006366;GO:0006367;GO:0006368;GO:0008270	sce:YGL070C
KAJ8700618.1	Q5ATG7	37.5	1.0e-72	Aspyridones efflux protein apdF		GO:0005886;GO:0022857	ani:ANIA_08413
KAJ8700619.1	Q5ATG7	37.6	1.2e-68	Aspyridones efflux protein apdF		GO:0005886;GO:0022857	ani:ANIA_08413
KAJ8700621.1	B8N0F1	35.7	1.9e-61	MFS transporter asaE		GO:0005886;GO:0022857	
KAJ8700623.1	Q8K337	30.6	4.7e-76	Type II inositol 1,4,5-trisphosphate 5-phosphatase	3.1.3.36 {ECO:0000269|PubMed:9525932};3.1.3.56 {ECO:0000269|PubMed:9525932}	GO:0001701;GO:0004439;GO:0004445;GO:0005737;GO:0005793;GO:0005829;GO:0007165;GO:0007283;GO:0016020;GO:0030317;GO:0030670;GO:0031901;GO:0043005;GO:0046856;GO:0046872;GO:0052658;GO:0070613;GO:0097542	mmu:16330
KAJ8700625.1	Q5U8Z7	71.4	5.1e-133	Peptidyl-prolyl cis-trans isomerase D	5.2.1.8	GO:0003755;GO:0005737;GO:0016018;GO:0042026	
KAJ8700626.1	P18961	30.7	6.2e-36	Serine/threonine-protein kinase YPK2/YKR2	2.7.11.1	GO:0004674;GO:0005524;GO:0005634;GO:0005737;GO:0006665;GO:0008360;GO:0016020;GO:0060237;GO:0070941;GO:0071555;GO:0106310	sce:YMR104C
KAJ8700629.1	F1SYH1	54.6	6.1e-186	Cytochrome P450 monooxygenase 208	1.-.-.- {ECO:0000269|PubMed:21938516}	GO:0004497;GO:0005506;GO:0016020;GO:0016705;GO:0020037	
KAJ8700630.1	B2KWH7	34.1	1.7e-41	Probable dehydratase NIT22	1.-.-.- {ECO:0000305|PubMed:18404210}	GO:0003857;GO:0004300;GO:0005777;GO:0006635;GO:0044594	
KAJ8700631.1	A0A384XR80	53.1	1.8e-139	Dioxygenase str8	1.14.-.- {ECO:0000269|PubMed:30258052}	GO:0005739;GO:0016706;GO:0045329;GO:0046872	
KAJ8700633.1	H1AE12	51.5	6.2e-214	Glucosylceramidase	3.2.1.45 {ECO:0000269|PubMed:22072709}	GO:0004348;GO:0006680;GO:0016020;GO:0043094;GO:0050295;GO:1904462	cng:CNAG_00623
KAJ8700635.1	P34946	41.6	1.1e-89	Carboxypeptidase S1	3.4.16.6	GO:0000324;GO:0004185;GO:0006508;GO:0017000;GO:0072330	
KAJ8700636.1	P34946	41.6	1.1e-89	Carboxypeptidase S1	3.4.16.6	GO:0000324;GO:0004185;GO:0006508;GO:0017000;GO:0072330	
KAJ8700637.1	P17573	34.2	6.7e-76	Lipase 1	3.1.1.3	GO:0004806;GO:0005576;GO:0016042	
KAJ8700640.1	Q9P371	48.6	2.4e-47	AMSH-like protease sst2	3.4.19.-	GO:0005737;GO:0005768;GO:0008270;GO:0016020;GO:0032153;GO:0032511;GO:0043130;GO:0043328;GO:0045324;GO:0061578;GO:0070530;GO:0070536;GO:0120113;GO:0140492	
KAJ8700642.1	D4B3C8	43.4	6.8e-118	Putative amidase ARB_02965	3.5.1.- {ECO:0000305}	GO:0005576;GO:0016787	abe:ARB_02965
KAJ8700643.1	P0CO36	49.7	6.4e-92	Pre-mRNA-splicing factor ISY1		GO:0000350;GO:0000389;GO:0000974;GO:0005737;GO:0071013;GO:0071014;GO:0071020	cne:CND03910
KAJ8700644.1	F1N9S8	38.7	5.2e-79	Protein-L-histidine N-pros-methyltransferase CARNMT1	2.1.1.- {ECO:0000250|UniProtKB:Q8N4J0};2.1.1.22 {ECO:0000269|PubMed:26001783}	GO:0005634;GO:0005829;GO:0030735;GO:0032259;GO:0035498;GO:0042803;GO:0106370	gga:427256
KAJ8700645.1	J9VHZ4	58.2	7.0e-213	Myo-inositol transporter 1		GO:0005365;GO:0005886;GO:1904679	cng:CNAG_00097
KAJ8700654.1	D4B3C8	42.4	2.0e-120	Putative amidase ARB_02965	3.5.1.- {ECO:0000305}	GO:0005576;GO:0016787	abe:ARB_02965
KAJ8700664.1	S7QKE2	60.5	3.8e-93	AA9 family lytic polysaccharide monooxygenase C	1.14.99.54 {ECO:0000305|PubMed:27590806};1.14.99.56 {ECO:0000305|PubMed:27590806}	GO:0004497;GO:0005576;GO:0030245;GO:0046872	gtr:GLOTRDRAFT_103762
KAJ8700667.1	S7QKE2	60.0	6.7e-91	AA9 family lytic polysaccharide monooxygenase C	1.14.99.54 {ECO:0000305|PubMed:27590806};1.14.99.56 {ECO:0000305|PubMed:27590806}	GO:0004497;GO:0005576;GO:0030245;GO:0046872	gtr:GLOTRDRAFT_103762
KAJ8700677.1	Q2SMM7	45.2	3.2e-08	Chaperone protein DnaJ		GO:0005524;GO:0005737;GO:0006260;GO:0008270;GO:0009408;GO:0031072;GO:0042026;GO:0051082	hch:HCH_01225
KAJ8700690.1	Q12382	35.0	1.2e-38	CTP-dependent diacylglycerol kinase 1	2.7.1.174	GO:0001727;GO:0004143;GO:0005783;GO:0005789;GO:0006654;GO:0016192;GO:0031965;GO:0141035;GO:2001210	sce:YOR311C
KAJ8700691.1	P48479	45.6	1.2e-78	G2-specific protein kinase nim-1	2.7.11.1	GO:0000086;GO:0004674;GO:0005524;GO:0005634;GO:0007059;GO:0044732;GO:0050921;GO:0051301;GO:0106310	ncr:NCU03187
KAJ8700702.1	A0A2H3CNY6	48.9	4.0e-39	Cytochrome P450 monooxygenase ARMGADRAFT_974139	1.-.-.-	GO:0004497;GO:0005506;GO:0016020;GO:0016705;GO:0020037	
KAJ8700703.1	A0A6S6QI82	42.1	5.4e-89	Cytochrome P450 monooxygenase ple1	1.-.-.- {ECO:0000269|PubMed:28924980}	GO:0004497;GO:0005506;GO:0016020;GO:0016114;GO:0016705;GO:0020037	
KAJ8700705.1	Q4WKP8	48.7	5.8e-117	Serine/threonine-protein kinase/endoribonuclease ireA	2.7.11.1 {ECO:0000250|UniProtKB:P32361};3.1.26.- {ECO:0000250|UniProtKB:P32361}	GO:0004521;GO:0004674;GO:0005524;GO:0005783;GO:0006397;GO:0016020;GO:0016787;GO:0030968;GO:0031505;GO:0036498;GO:0046872;GO:0051082;GO:0070059;GO:0106310	afm:AFUA_1G01720
KAJ8700706.1	B0D442	46.6	1.5e-124	WD repeat-containing protein JIP5		GO:0005730	lbc:LACBIDRAFT_189769
KAJ8700707.1	Q2KJC9	52.0	3.0e-184	Alpha-aminoadipic semialdehyde dehydrogenase	1.2.1.3 {ECO:0000250|UniProtKB:P49419};1.2.1.31 {ECO:0000250|UniProtKB:P49419};1.2.1.8 {ECO:0000250|UniProtKB:P49419}	GO:0000139;GO:0004029;GO:0004043;GO:0005634;GO:0005739;GO:0005829;GO:0005886;GO:0006554;GO:0008802;GO:0019285;GO:0042802;GO:0042997;GO:0097009;GO:0110076;GO:1905750	bta:507477
KAJ8700708.1	A0A8M1PLI9	54.0	3.4e-171	Alpha-aminoadipic semialdehyde dehydrogenase	1.2.1.3 {ECO:0000250|UniProtKB:P49419};1.2.1.31 {ECO:0000269|PubMed:29053735};1.2.1.8 {ECO:0000250|UniProtKB:P49419}	GO:0000139;GO:0004029;GO:0004043;GO:0005634;GO:0005739;GO:0005829;GO:0005886;GO:0006554;GO:0008802;GO:0033339;GO:0042997;GO:0043010;GO:0043741;GO:0051216;GO:0097009;GO:0110076;GO:1905750	dre:334197
KAJ8700709.1	Q2KJC9	47.1	4.3e-126	Alpha-aminoadipic semialdehyde dehydrogenase	1.2.1.3 {ECO:0000250|UniProtKB:P49419};1.2.1.31 {ECO:0000250|UniProtKB:P49419};1.2.1.8 {ECO:0000250|UniProtKB:P49419}	GO:0000139;GO:0004029;GO:0004043;GO:0005634;GO:0005739;GO:0005829;GO:0005886;GO:0006554;GO:0008802;GO:0019285;GO:0042802;GO:0042997;GO:0097009;GO:0110076;GO:1905750	bta:507477
KAJ8700710.1	A0A8M1PLI9	53.1	3.7e-161	Alpha-aminoadipic semialdehyde dehydrogenase	1.2.1.3 {ECO:0000250|UniProtKB:P49419};1.2.1.31 {ECO:0000269|PubMed:29053735};1.2.1.8 {ECO:0000250|UniProtKB:P49419}	GO:0000139;GO:0004029;GO:0004043;GO:0005634;GO:0005739;GO:0005829;GO:0005886;GO:0006554;GO:0008802;GO:0033339;GO:0042997;GO:0043010;GO:0043741;GO:0051216;GO:0097009;GO:0110076;GO:1905750	dre:334197
KAJ8700713.1	Q4PB36	49.3	3.6e-66	Histone-lysine N-methyltransferase, H3 lysine-4 specific	2.1.1.354 {ECO:0000250|UniProtKB:P38827}	GO:0003723;GO:0005694;GO:0032259;GO:0042800;GO:0048188;GO:0140999	uma:UMAG_02677
KAJ8700718.1	P0CX23	71.4	5.9e-83	Large ribosomal subunit protein eL20A		GO:0002181;GO:0003735;GO:0005829;GO:0022625	sce:YMR242C;sce:YOR312C
KAJ8700723.1	P0DO29	37.0	6.0e-111	Dehydrogenase eriK	1.1.-.- {ECO:0000305|PubMed:31535864}	GO:0016614;GO:0050660	
KAJ8700724.1	P0DO29	38.4	2.9e-124	Dehydrogenase eriK	1.1.-.- {ECO:0000305|PubMed:31535864}	GO:0016614;GO:0050660	
KAJ8700728.1	Q9USW3	38.0	2.2e-60	Probable glycosidase C21B10.07	3.2.1.-	GO:0004553;GO:0005576;GO:0009251;GO:0009277;GO:0016020;GO:0016787;GO:0071966	spo:2540333
KAJ8700729.1	Q99570	31.9	3.7e-187	Phosphoinositide 3-kinase regulatory subunit 4	2.7.11.1	GO:0000425;GO:0004672;GO:0004674;GO:0005524;GO:0005770;GO:0005776;GO:0005829;GO:0005930;GO:0006468;GO:0006622;GO:0006623;GO:0010506;GO:0016020;GO:0016236;GO:0016241;GO:0030670;GO:0032465;GO:0032801;GO:0034271;GO:0034272;GO:0035032;GO:0036092;GO:0042149;GO:0043491;GO:0045022;GO:0045324;GO:0071561;GO:0097352;GO:0106310	hsa:30849
KAJ8700730.1	Q8BIQ5	42.4	4.2e-40	Cleavage stimulation factor subunit 2		GO:0003729;GO:0005634;GO:0005654;GO:0005847;GO:0005848;GO:0016604;GO:0031124;GO:0031440;GO:0071920;GO:1990090	mmu:108062
KAJ8700731.1	P87144	62.6	0.0e+00	Threonine--tRNA ligase, cytoplasmic	6.1.1.3	GO:0002181;GO:0004829;GO:0005524;GO:0005829;GO:0006435	
KAJ8700732.1	P0DO29	37.9	3.3e-115	Dehydrogenase eriK	1.1.-.- {ECO:0000305|PubMed:31535864}	GO:0016614;GO:0050660	
KAJ8700737.1	P18480	62.0	1.3e-10	SWI/SNF chromatin-remodeling complex subunit SNF5		GO:0000228;GO:0000724;GO:0000785;GO:0005634;GO:0005829;GO:0006338;GO:0006351;GO:0006357;GO:0016514;GO:0045944;GO:0045991;GO:0061629;GO:2000219	sce:YBR289W
KAJ8700739.1	P33277	47.9	4.7e-134	GTPase-activating protein		GO:0000935;GO:0005096;GO:0005634;GO:0005829;GO:0005937;GO:0005938;GO:0032005;GO:0046580;GO:0051285;GO:0071944;GO:0090726;GO:1902917	
KAJ8700740.1	P33277	34.6	1.2e-41	GTPase-activating protein		GO:0000935;GO:0005096;GO:0005634;GO:0005829;GO:0005937;GO:0005938;GO:0032005;GO:0046580;GO:0051285;GO:0071944;GO:0090726;GO:1902917	
KAJ8700744.1	P62877	91.1	1.1e-64	E3 ubiquitin-protein ligase RBX1	2.3.2.27 {ECO:0000269|PubMed:11027288};2.3.2.32 {ECO:0000269|PubMed:11027288}	GO:0000082;GO:0000122;GO:0000165;GO:0000209;GO:0004842;GO:0005634;GO:0005654;GO:0005737;GO:0005794;GO:0005813;GO:0005829;GO:0006283;GO:0006289;GO:0006355;GO:0006511;GO:0006513;GO:0006879;GO:0006974;GO:0007283;GO:0007346;GO:0008270;GO:0008283;GO:0010506;GO:0010564;GO:0010824;GO:0014033;GO:0016567;GO:0019005;GO:0019788;GO:0030174;GO:0030510;GO:0030891;GO:0031146;GO:0031297;GO:0031461;GO:0031462;GO:0031463;GO:0031464;GO:0031465;GO:0031466;GO:0031467;GO:0031625;GO:0032006;GO:0032436;GO:0032480;GO:0032814;GO:0034450;GO:0034599;GO:0034644;GO:0040029;GO:0042110;GO:0042127;GO:0042752;GO:0042770;GO:0042981;GO:0043123;GO:0043124;GO:0043161;GO:0043687;GO:0044314;GO:0044877;GO:0045116;GO:0045732;GO:0045995;GO:0046627;GO:0050727;GO:0051298;GO:0051726;GO:0060090;GO:0060173;GO:0060271;GO:0060964;GO:0061629;GO:0061630;GO:0061663;GO:0062197;GO:0070936;GO:0071230;GO:0080008;GO:0080135;GO:0090090;GO:0090734;GO:0097602;GO:0140627;GO:0160240;GO:0160276;GO:1900076;GO:1901524;GO:1901525;GO:1901987;GO:1902412;GO:1902499;GO:1902883;GO:1904178;GO:1904263;GO:1904415;GO:1990116;GO:2000001;GO:2000036;GO:2000104	hsa:9978
KAJ8700747.1	Q9HEH1	35.0	8.6e-56	Regulator of nonsense transcripts 1 homolog	5.6.2.3 {ECO:0000250|UniProtKB:P30771};5.6.2.5 {ECO:0000250|UniProtKB:P30771}	GO:0000184;GO:0003697;GO:0003723;GO:0003724;GO:0005524;GO:0005737;GO:0008270;GO:0016887;GO:0036121	ncr:NCU04242
KAJ8700748.1	Q9HEH1	35.0	8.9e-56	Regulator of nonsense transcripts 1 homolog	5.6.2.3 {ECO:0000250|UniProtKB:P30771};5.6.2.5 {ECO:0000250|UniProtKB:P30771}	GO:0000184;GO:0003697;GO:0003723;GO:0003724;GO:0005524;GO:0005737;GO:0008270;GO:0016887;GO:0036121	ncr:NCU04242
KAJ8700751.1	P0CT29	50.0	8.2e-17	Uncharacterized hydrolase UM10204	3.1.-.-	GO:0005737;GO:0008474	uma:UMAG_10204
KAJ8700763.1	O94247	35.6	2.1e-123	DNA polymerase alpha-associated DNA helicase A	5.6.2.3 {ECO:0000250|UniProtKB:P34243}	GO:0003697;GO:0003723;GO:0005524;GO:0005634;GO:0005829;GO:0006974;GO:0016887;GO:0033203;GO:0036121;GO:0043139;GO:0043596;GO:1903459	spo:2539412
KAJ8700764.1	A0A2H3D1U1	38.4	4.4e-119	Dehydrogenase ARMGADRAFT_1018426	1.1.1.-	GO:0016614;GO:0050660	
KAJ8700765.1	Q501L1	41.6	2.1e-76	Peptidase M20 domain-containing protein 2		GO:0016805	xtr:613074
KAJ8700767.1	Q9UTJ7	77.0	1.7e-233	Probable succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	1.3.5.1 {ECO:0000250|UniProtKB:P31040}	GO:0005739;GO:0005743;GO:0006099;GO:0006121;GO:0008177;GO:0009055;GO:0045273;GO:0050660	spo:2541690
KAJ8700768.1	Q00711	58.5	2.1e-41	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	1.3.5.1 {ECO:0000250|UniProtKB:P31040}	GO:0005739;GO:0005743;GO:0006099;GO:0006121;GO:0008177;GO:0009055;GO:0031966;GO:0045273;GO:0045333;GO:0050660	sce:YKL148C
KAJ8700772.1	Q9SJK3	31.3	1.1e-103	Protein argonaute 5		GO:0003723;GO:0004521;GO:0005634;GO:0005737;GO:0005829;GO:0006351;GO:0006417;GO:0009615;GO:0009616;GO:0031047;GO:0046872;GO:0098542;GO:1990904	ath:AT2G27880
KAJ8700776.1	A8PB24	50.0	1.6e-13	Acetylxylan esterase	3.1.1.72 {ECO:0000269|PubMed:23180549}	GO:0005576;GO:0030245;GO:0030248;GO:0045493;GO:0046555	cci:CC1G_12850
KAJ8700779.1	F1SY62	40.7	4.8e-91	Cytochrome P450 monooxygenase 58	1.-.-.- {ECO:0000305|PubMed:21938516}	GO:0004497;GO:0005506;GO:0016020;GO:0016705;GO:0020037	
KAJ8700781.1	B0D4J7	60.3	1.3e-21	Respiratory supercomplex factor 1, mitochondrial		GO:0031966;GO:0097250	lbc:LACBIDRAFT_293603
KAJ8700790.1	B0D4J6	63.7	5.8e-51	Ubiquitin-related modifier 1		GO:0002098;GO:0005829;GO:0032447;GO:0034227	lbc:LACBIDRAFT_184088
KAJ8700792.1	B0DLE4	68.9	1.8e-142	Aquaporin Lacbi1:391485		GO:0005886;GO:0015250;GO:0015254	lbc:LACBIDRAFT_252507
KAJ8700793.1	F1SYH7	32.8	1.2e-75	Cytochrome P450 monooxygenase 215	1.-.-.- {ECO:0000269|PubMed:21938516}	GO:0004497;GO:0005506;GO:0016020;GO:0016705;GO:0020037	
KAJ8700794.1	F1SYH7	32.6	1.7e-77	Cytochrome P450 monooxygenase 215	1.-.-.- {ECO:0000269|PubMed:21938516}	GO:0004497;GO:0005506;GO:0016020;GO:0016705;GO:0020037	
KAJ8700795.1	F1SYH7	31.6	1.9e-66	Cytochrome P450 monooxygenase 215	1.-.-.- {ECO:0000269|PubMed:21938516}	GO:0004497;GO:0005506;GO:0016020;GO:0016705;GO:0020037	
KAJ8700798.1	P29251	36.0	6.3e-83	Folic acid synthesis protein fol1	2.5.1.15 {ECO:0000269|PubMed:8397083};2.7.6.3 {ECO:0000269|PubMed:7950384, ECO:0000269|PubMed:8397083};4.1.2.25 {ECO:0000269|PubMed:7950384, ECO:0000269|PubMed:8397083}	GO:0003848;GO:0004150;GO:0004156;GO:0005524;GO:0005740;GO:0016301;GO:0046654;GO:0046656;GO:0046872	
KAJ8700803.1	O13816	34.1	3.2e-58	Cohesin subunit psc3		GO:0000779;GO:0000785;GO:0000794;GO:0003677;GO:0003682;GO:0005634;GO:0005721;GO:0007059;GO:0007062;GO:0007064;GO:0008278;GO:0030892;GO:0031934;GO:0034087;GO:0051301;GO:0051754;GO:0071962;GO:0140588;GO:0140720	
KAJ8700805.1	J9VI85	57.5	1.3e-186	Threonine synthase	4.2.3.1 {ECO:0000250|UniProtKB:P16120}	GO:0004795;GO:0009088;GO:0030170	cng:CNAG_03612
KAJ8700807.1	A1CAF0	30.5	4.2e-17	Mitogen-activated protein kinase mpkC	2.7.11.24	GO:0004707;GO:0005524;GO:0106310	act:ACLA_011450
KAJ8700808.1	F1SYH0	33.2	3.7e-87	Cytochrome P450 monooxygenase 205	1.-.-.- {ECO:0000269|PubMed:21938516}	GO:0004497;GO:0005506;GO:0016020;GO:0016705;GO:0020037	
KAJ8700809.1	F1SYH7	32.6	8.4e-86	Cytochrome P450 monooxygenase 215	1.-.-.- {ECO:0000269|PubMed:21938516}	GO:0004497;GO:0005506;GO:0016020;GO:0016705;GO:0020037	
KAJ8700811.1	Q5M882	48.3	6.3e-15	Ribonuclease P protein subunit p29		GO:0000172;GO:0001682;GO:0005655;GO:0005730;GO:0006364;GO:0030677;GO:0030681;GO:0033204	rno:292831
KAJ8700812.1	P0CT62	83.1	8.6e-27	Small ribosomal subunit protein eS30A		GO:0002181;GO:0003735;GO:0005634;GO:0005829;GO:0022627	spo:2540609;spo:2542603
KAJ8700813.1	A1CFM2	40.1	1.6e-144	FAD-linked oxidoreductase patO	1.-.-.- {ECO:0000250|UniProtKB:A0A075TR33}	GO:0005773;GO:0005775;GO:0016491;GO:0071949;GO:0140723	act:ACLA_093700
